orth,pron_no_tones
ខណៈ,kʰaʔnaʔ
គ្រញូង,krɔɲuuŋ
ចន្ទគតិ,canteaʔkeaʔteʔ
ព្រឹត្តិការណ៍,prɨtteʔkaa
រុងរឿង,ruŋ-rɨəŋ
ខ្វាច់,kvac
ជម្ពូទ្វីប,cumpuu tviip
ជំរាប,cumriep
ស្ញេញ,sɲǝɲ
អវយវៈ,ʔaʔveaʔyeaʔveaʔ
ពំនឹង,pumnɨŋ
សម្រាត,sɑmraat
ខ្លួន,kluən
និល,nɨl
ដុនដាប,don daap
ឆោឡោ,cʰao-lao
ដ៏,dɑɑ
ចែវ,caev
ហេតុ,haet
មឹន,mɨn
ច្រាង,craaŋ
រាយ,riey
មហាវិថី,mɔhaaviʔtʰəy
ចាគី,caakii
ជោរ,coo
និយោជិត,niʔyoocit
មឈូស,mɔcʰuuh
គំនូរ,kumnuu
ឥឡូវ,ʔləv
យោធា,yootʰie
អមត,ʔaʔmaʔtaʔ
កន្លាត,kɑnlaat
វិវាហៈ,viʔviehaʔ
សុភ,soʔpʰeaʔ
មណ្ឌប,mʊəndɑp
ដប,dɑɑp
ចម្រាស,cɑmraah
កត់,kɑt
ឃ្វាង,kvieŋ
ឆ្មៀង,cmiəŋ
បុញ្ញរាសី,boɲɲaʔriesəy
ចំអើត,cɑmʔaət
បក្សា,baksaa
ស្រាវ,sraav
គន,kɔɔn
ភាស៊ី,pʰiesii
លយ,lɔɔy
ពុរ,puu
រុក្ខ,rukkʰaʔ
យថាភាព,yeaʔtʰaapʰiep
សំណូក,sɑmnook
ស្រទាប់,srɑtoap
អនាថបិណ្ឌិក,ʔaʔnaa tʰaʔbendik
បន្ទាយស្រី,bɑntiey srəy
ខួរ,kʰuə
ស្មារតី,smaadǝy
វ៉ក,vɑɑk
ធំ,tʰom
ចំរឹង,cɑmrəŋ
ចំណោទ,cɑmnaot
ទាន់ហន់,toan hɑn
ទាំ,toam
សាសនិក,saasaʔnɨk
រោយរៀវ,rooy-riəv
សារលិខិត,saaraʔliʔkʰǝt
ថែម,tʰaem
រដក,rɔdɑɑk
មារយាទ,mieyiet
ទម្រេត,tumreet
ថ្នាល,tnaal
ក្ដិច,kdəc
ស្ងោរ,sŋao
គុណធម៌,kunaʔtʰoa
មាន,mien
លោប,loop
អាច,ʔaac
វិមតិ,viʔmeaʔteʔ
លន្លោច,lʊənlooc
បង្ខាន,bɑŋkʰaan
ពោះ,pʊəh
កម,kɑɑm
ក្រពើ,krɑpəə
ស្ទូង,stuuŋ
ស័ង្ខ,saŋ
ដូនតា,doon taa
ណាស់,nah
តាក,taak
ចារ,caa
ទេវទត្ត,teeveaʔtoat
ភក្សាហារ,pʰeaksaahaa
ជាល,ciel
អង្វរ,ʔɑŋvɑɑ
ស្រើប,sraǝp
ជំរើស,cumrəəh
ភូមិសាស្ត្រ,pʰuumiʔsaah
ឆាប់,cʰap
ឆ្វាច,cvaac
នាមរូប,niemruup
ស្កាត់,skat
គន្ធពិដោរ,koantʰeaʔpiʔdao
រ៉ក,rɑɑk
វេរ,vee
ម្យ៉ាង,myaaŋ
របាញ,rɔbaaɲ
ធ្យាន,tyien
ដែល,dael
ស្មោញ,smaoɲ
អភិធម្ម,ʔaʔpʰiʔtʰoam
រ៉ាវ,raav
ចប់,cɑp
ឧបក្កិលេស,ʔuʔpakkeʔlaeh
គុម្ពោត,kumpoot
ស្មូនឆ្នាំង,smoon cnaŋ
អង្គ,ʔɑŋ
ក្សេត្រារក្ស,kseɛttraareaʔ
វគ្គន្ត,veakkoantaʔ
បាយឡុកបាយឡ,baay lok-baay lɑɑ
ជ្រើស,crəəh
ប្រុង,proŋ
ខាត់,kʰat
អធិការបតី,ʔaʔtʰiʔkaapaʔtǝy
ធ្មេច,tmɨc
ឧបការី,ʔuʔpaʔkaarǝy
សប្ត,sapptaʔ
ពិដោរ,piʔdao
ហ៊ុន,hun
ប្រែក,praek
ចារបុរស,caaboʔrɑh
ខនិជ,kʰaʔnɨc
សម្រាល,sɑmraal
មួរ,muə
ទទូរ,tɔtuu
សៀង,siǝŋ
កហាបណ,kaʔhaapaʔnaʔ
ចង្អោរ,cɑŋʔao
ដើរ,daə
ថ្លោស,tlaoh
អផ្សុក,ʔapsok
រគោល,rɔkool
បោល,baol
ធ្មឹង,tmɨŋ
អាហារូបករណ៍,ʔaahaaruupaʔkɑɑ
គគឹក,kɔkɨk
នព្វន្ត,nuppʊən
ខ្វែង,kvaeŋ
ជម្រក,cumrɔɔk
ពិភព,piʔpʰup
បរិបថ,paʔreʔbɑt
គគ្រឹកគគ្រេង,kɔkrɨk-kɔkreeŋ
ខ្មាស,kmaah
កំពត,kɑmpɔɔt
ជញ្ជីង,cʊəɲciiŋ
បម,bɑɑm
ជោះ,cʊəh
ទន្ទេញ,tʊəntɨɲ
ខ្វាត់,kvat
ឧទ្យាន,ʔuttyien
សំណោក,sɑmnaok
ចំហៀវ,cɑmhiəv
គ្រិស្តសករាជ,krihsaʔkaʔraac
អសោច,ʔaʔsaoc
បក្ខ,pak
ប្រកៀក,prɑkiək
អែប,ʔaep
នីតិបញ្ញត្តិ,niiteʔpaɲɲat
កង្កួញ,kɑŋkuǝɲ
បញ្ជរ,bɑɲcɔɔ
ប្រហែល,prɑhael
មហាផ្ទៃ,mɔhaa-ptey
ផុត,pʰot
សម្រុត,sɑmrot
ទេសភាព,teehsaʔpʰiep
ខ្វិត,kvət
លោតែ,loo tae
ក្រឲ្យ,krɑʔav
បង្វែង,bɑŋvaeŋ
ឧបធិ,ʔuʔpaʔtʰiʔ
មួក,muək
កំភួន,kɑmpʰuən
អន្សម,ʔɑnsɑɑm
ពព្រាយ,pɔpriey
បង្អែម,bɑŋʔaem
ហែម,haem
មេមត់,mee mʊət
ស្ថាបនា,stʰaapaʔnaa
សរុប,saʔrop
ទីទៃ,tiitey
ក្រណាត់,krɑnat
យន្តកម្ម,yʊəntaʔkam
ចំពោះ,cɑmpʊəh
រមៀត,rɔmiət
និតិសាស្ត្រ,niʔteʔsaah
ក្រិន,krən
បទុម,paʔtum
ទួល,tuul
ប្រសិទ្ធិពរ,prɑsettʰiʔpɔɔ
វេច,vɨc
បាង,baaŋ
ទង,tɔɔŋ
សើន,saǝn
ស្រិត,srǝt
ប្រពល,prɑpʊəl
ច្រឡោត,crɑlaot
រោល,rool
បព្វជ្ជា,bappaccie
ស្ដេចត្រាញ់,sdac traɲ
ពហុកោណ,peaʔhuʔkaon
បំភ្លឺ,bɑmplɨɨ
ត្រីវិស័យ,trəy viisay
វិថី,viʔtʰǝy
គន់គូរ,kʊən kuu
សារព័ន,saaraʔoan
តាកែវ,taa kaev
រងល់,rɔŋɑl
ព្រះតេជព្រះគុណ,preah dac preah kun
បបោស,bɑbɑh
ស្រុះ,sroh
ប្រជាជាតិ,prɑcieciet
យុថ្កា,yut tkaa
កញ្ជះកញ្ជាយ,kɑɲceah-kɑɲciey
ក្រឡេក,krɑleɛk
ក្របៅ,krɑbav
មន្ត្រី,mʊəntrəy
ស្បិត,sbǝt
បវេសនកាល,paʔveehsaʔnaʔkaal
កណ្ដុរ,kɑndao
អឹង,ʔəŋ
ក្បួន,kbuən
ដំណែង,dɑmnaeŋ
ទណ្ឌកម្ម,toandeaʔkam
អនុស្សាវនា,ʔaʔnuhsaavaʔnaa
វិសាមញ្ញ,viʔsaamaɲ
ពិន,pɨn
ទ្រលោម,trɔloom
លួង,luǝŋ
នោះ,nuh
មូលី,muulii
រណ្ដំ,rʊəndɑm
ជញ្ជាំង,cʊəɲceaŋ
វិទូ,viʔtuu
ជើងវត្ត,cəəŋ voat
សញ្ច័យ,saɲcay
ថាំង,tʰaŋ
រេ,ree
លក្ស្មី,leaksməy
ឡែក,laek
ចេក,ceɛk
ចៅហ្វាយ,cav vaay
គំរិះ,kumrih
បាខែង,baa kʰaeŋ
ផាស,pʰaah
ឧដុង្គ,ʔuʔdoŋ
ឥន្ទ្រី,ʔentrii
ស៊ឹង,sɨŋ
ស៊ង,sɔɔŋ
រលឹម,rɔlɨm
កន្សោម,kɑnsaom
ក្រសាវ,krɑsaav
លោក,look
បន្ទំ,bɑntum
ជ្រៃ,crəy
វញ្ច,vaɲcaʔ
ដណ្ដប់,dɑndɑp
សក្តិភូមិ,sakteʔpʰuum
អៀ,ʔiǝ
ចំណេរ,cɑmneɛ
ចក់,cɑk
ពិការភាព,piʔkaareaʔpʰiep
កំហូច,kɑmhooc
ស្លើត,slaǝt
រជ្ជកាល,racceaʔkaal
សាយ,saay
តប់,tɑp
ខ្ចី,kcəy
សមានចិត្ត,saʔmaaneaʔcǝt
ច្រូច,crooc
ជញ្ជ្រាំង,cʊəɲcreaŋ
មៀង,miəŋ
សឹង,sǝŋ
ឈាន,cʰien
យក់,yʊək
ធ្លុង,tluŋ
នីត្យានុកូល,niityaanuʔkool
បណ្ដាំ,bɑndam
ប្រជារាស្ត្រ,prɑcierieh
ឆ្កាង,ckaaŋ
ច្រៀង,crieŋ
សៀ,siǝ
ក្លិង្គ,kləŋ
ទ្រាប់,troap
ជនបទ,cʊəneaʔbat
បុណ្យ,bon
សូរ,soo
ទាស់,toah
រៀមច្បង,riəm cʰɑɑŋ
មោឃៈ,mookʰeaʔ
ខ្មោះ,kmɑh
ប្រប,prɑɑp
ភូមិន្ទ,pʰuumin
បង្ខិត,bɑŋkʰət
ប្រលែង,prɑlaeŋ
គ្រូក,kruuk
ប្រទះ,prɑteah
ផ្ទក់,ptʊək
អាចារ,ʔaacaa
ខំ,kʰɑm
អង្រែ,ʔɑŋrɛɛ
ជ្រុល,crul
សន្លាង,sɑnlaaŋ
មច្ឆជាតិ,maccʰaʔciet
ស្អែក,sʔaek
អ្ហ,ʔhɑɑ
ចៅពញា,cav pɲie
បរិយត្តិ,paʔreʔyat
រលះរលាំង,rɔleah-rɔleaŋ
ញ៉ែងញ៉ង,ɲaeŋ-ɲɑɑŋ
ក្លា,klaa
ចក,cɑɑk
ឧបនិស្ស័យ,ʔuʔpaʔnihsay
ស្បែប,sbaep
រារង់,rie rʊəŋ
ល្មែះ,lmeh
គណៈបក្ស,keaʔnaʔpaʔ
ថៃ,tʰay
សៀរ,siǝ
ថ្កូវ,tkəv
ក្លៀវក្លា,kliəv-klaa
ល្ងាច,lŋiec
ស្ទាក់,steak
យឹតយោង,yɨt-yooŋ
ទោម,toom
ឡះ,lah
ធ្មង់,tmʊəŋ
ដទៃ,dɑtey
ក្បូរ,kboo
ច្រណែន,crɑnaen
សុជីវធម៌,soʔciiveaʔtʰoa
វិភាជន៍,viʔpʰiec
លាភ,liep
អុកស៊ីហ្សែន,ʔoksiiaen
បង្កក,bɑŋkɑɑk
ព្រាប,priep
អសមត្ថ,ʔaʔsaʔmat
វគ្គ,veak
ក្រហែង,krɑhaeŋ
ពិបាក,piʔbaak
អាមេរិក,ʔaameerik
អំបោះ,ʔɑmbɑh
ស្អំ,sʔam
បារាំងសែស,baaraŋsaeh
ក្ដ,kdɑɑ
ផែន,pʰaen
ម្ខាង,mkʰaaŋ
ផ្អូក,pʔook
បុថុជ្ជន,poʔtʰoccʊən
សួយ,suǝy
ប្រាថ្នា,pratnaa
ប្រកល់,prɑkɑl
ប៉ុង,poŋ
តូច,tooc
ចេតិយ,caetdəy
អុញ,ʔoɲ
សង្រែក,sɑŋraek
សណ្ដង់,sɑndɑŋ
ទន្ទប,tʊəntɔɔp
វរ,vɔɔ
គំនាប,kumniep
អាក្រោស,ʔaakraoh
កម្មការ,kammaʔkaa
ស្វិតស្វាញ,svǝt-svaaɲ
អាភៀន,ʔaapʰiən
ដន្លាប់,dɑnlap
ស្រពាប់,srɑpoap
ស្រន់,srɑn
កំរាល,kɑmraal
កលហ,kaʔlaʔhaʔ
ក្រអូប,krɑʔoop
សង្គ្រោះ,sɑŋkrʊəh
ទំនេរ,tumnee
ឱទ្យាន,ʔaotyien
ជីងចក់,ciiŋ cɑk
កន្សែង,kɑnsaeŋ
ប្រហក,prɑhɑɑk
សម្ភី,sɑmpʰii
លំអៀង,lumʔiǝŋ
លិខិត,liʔkʰət
ឆ្លាត,claat
គ្រា,krie
និពន្ធ,niʔpʊən
ខ្សែអាត់,ksaeʔat
ត្រើយ,traəy
បិត,bət
លំហើយ,lumhaǝy
ដរ,dɑɑ
បញ្ច,paɲcaʔ
អង្រួន,ʔɑŋruǝn
បញ្ចាំ,bɑɲcam
ល្អី,lʔǝy
ស្និត,snǝt
វិមល,viʔmeaʔleaʔ
មាំ,moam
កសិណ,kaʔsen
ស្រណុក,srɑnok
អង់អាច,ʔɑŋ ʔaac
ទច់,tʊəc
ស្ទុង,stuŋ
ក្លំ,klɑm
កន្ថោក,kɑntʰaok
គ្នី,knii
ពោត,poot
លាស,lieh
ស្ទើត,stǝǝt
ចំអេះ,cɑmʔeh
ផ្ចាល,pcaal
ផ្គាក់,pkeak
ក្បាន,kbaan
ចាស,caah
បណ្ដាក់,bɑndak
ណូន,noon
ឧបកិច្ច,ʔuʔpaʔkǝc
គ្រាស,krieh
ហ្វឹក,vɨk
រយំ,rɔyum
សុរិយេ,soʔriʔyee
អនុភាព,ʔaʔnuʔpʰiep
សិប្បិយការ,seppǝyyaʔkaa
រិះ,rih
ច្រមុះ,crɑmoh
ប៉ុន,pon
យុរ,yul
ថ្មោង,tmaoŋ
សោច,saoc
រត,rɔɔt
សម្រុង,sɑmroŋ
ស្ញែង,sɲaeŋ
រក្ស,reak
អបរាជ័យ,ʔaʔpaʔraacey
ឱង្ការ,ʔaoŋkaa
ប្រកាច់,prɑkac
ផ្នួង,pnuəŋ
បូព៌,boo
ងំ,ŋum
កន្ធរ,kɑntʰɔɔ
ចាគៈ,caakeaʔ
អន្ទោល,ʔɑntool
ភ្ងា,pŋie
ស្នង,snɑɑŋ
ឥស្សរ,ʔihsaʔraʔ
បូត,boot
គង្វាល,kʊəŋviel
ពង្រោះ,pʊəŋrʊəh
មុច្ឆា,muccʰaa
ច្រអូស,crɑʔooh
គោក,kook
ហ៊,hɔɔ
សេន,seɛn
ងាយ,ŋiey
បាញ់,baɲ
កថាមុខ,kaʔtʰaamuk
បាច,baac
ដាច,daac
រពុក,rɔpuk
ពន្លាត់,pʊənloat
ចចែក,cɑcaek
ប្លុក,plok
ចាប់,cap
ឆ្លូក,clook
វើត,vəət
បង្ហិន,bɑŋhən
ចឹក,cək
ស្រមៃ,srɑmay
ចង្កាក់,cɑŋkak
ច្បង,cbɑɑŋ
ចំណាំ,cɑmnam
សូត,soot
រតោក,rɔtaok
បាំង,baŋ
សាក់,sak
បដិវត្តន៍,paʔdeʔvoat
បំបែក,bɑmbaek
បង្អើល,bɑŋʔaəl
វិភាព,viʔpʰiep
ភិន,pʰɨn
ងងក់,ŋɔŋʊək
ឥន្ទ្រិយ,ʔentrii
ឯកសណ្ឋាន,ʔaek sɑntʰaan
ស្រទំ,srɑtum
ពុះ,puh
ភ្លោះ,plʊəh
ត្រជាក់,trɑceak
រដ្ឋប្រហារ,roattʰaʔprɑhaa
បញ្ចូល,bɑɲcool
សិប្បនិម្មិត,seppaʔnimmit
ទិដ្ឋាការ,tittʰaakaa
អ៊ីតាលី,ʔiitaalii
វិសិដ្ឋ,viʔset
នាទី,nietii
ល្បួង,lbuǝŋ
ដាល,daal
ផ្គួប,pkuəp
ម្លិះ,mlih
អូ,ʔoo
អរហន្ត,ʔaʔraʔhan
អធិបតី,ʔaʔtʰippaʔdəy
សំពត់,sɑmpʊət
ជំទាវ,cumtiev
យល់,yʊəl
ស្ងប់,sŋɑp
ចង្កា,cɑŋkaa
ទោសៈ,toosaʔ
សាញ,saaɲ
ចេះតែ,ceh tae
ភោជនាគារ,pʰooceaʔniekie
សង្ខេប,sɑŋkʰaep
ចំនៀរ,cɑmniə
យក្ខ,yeak
ស៊ីម៉ងត៍,siimɑŋ
លំពែង,lumpɛɛŋ
នែ,nɛɛ
បោះពួយ,bɑh puəy
ប្រោស,prɑh
រទាស,rɔtieh
ភាន់,pʰoan
នរិន្ទ,neaʔrɨn
ភ្នំ,pnum
អាញត្តិ,ʔaaɲat
ទ្រួស,truəh
កញ្ញា,kaɲɲaa
ចង្វាយ,cɑŋvaay
ល្អង,lʔɑɑŋ
ខ្វែ,kvae
វធូ,veaʔtʰuu
រយ,rɔɔy
សំយុង,sɑmyoŋ
ភ័យ,pʰey
កថា,kaʔtʰaa
ក្រួច,kruəc
ខ្នាយ,knaay
ស្ដៅ,sdav
ដំបន់,dɑmbɑn
ជំនួយស្មារតី,cumnuəy smaadəy
សក្យ,saʔkyaʔ
កុងស៊ី,koŋ sii
ការ,kaa
ភ្លាវ,pliev
កាសែត,kaasaet
វិមុត្ត,viʔmuttaʔ
សារៈសំខាន់,saaraʔsɑmkʰan
ជ្វា,cvie
មីរ,mii
រុង,ruŋ
ស្មូម,smoom
ឆាល់,cʰal
គ្រូ,kruu
ក្បាច់,kbac
រំពឹង,rumpɨŋ
ស្គាយ,skiey
និក្ខេប,nikkʰeɛp
ត្រដរ,trɑdɑɑ
ទួន,tuən
លទ្ធកម្ម,lattʰeaʔkam
ត្រាំ,tram
រម្យ,rum
ឧបេក្ខា,ʔuʔpeɛkkʰaa
ឧក្រិដ្ឋ,ʔokkrǝt
ផោដ្ឋព្វៈ,pʰaottʰappeaʔ
ខ្លី,kləy
ទ្រឹស្ដិ,trɨh
មោហៈ,moohaʔ
អរញ្ញ,ʔaʔraɲ
ផ្ទុយ,ptuy
សំរោង,sɑmraoŋ
សញ្ញាបត្រ,saɲɲaabat
អវត្តមាន,ʔaʔvoattaʔmaan
បាក់ដង,bak dɑɑŋ
ក្រវៀន,krɑviən
លើក,lǝǝk
វៃយរាពណ៍,veyyeaʔreip
ទេសន៍,teeh
លេណដ្ឋាន,leenaʔtʰaan
លទ្ធ,lattʰeaʔ
អាត្មា,ʔaatmaa
ធ្មត់,tmʊət
មោនភាព,mooneaʔpʰiep
ក្រិត,krət
នឹម,nɨm
អនុម័ត,ʔaʔnuʔmat
វិប្បយោគ,vippaʔyook
អាកប្ប,ʔaakappaʔ
ស្បៀង,sbiǝŋ
ឈាវ,cʰiev
លានជាង,lien cieŋ
សំបើម,sɑmbaǝm
រ៉ាង,raaŋ
ចូល,cool
នខា,neaʔkʰaa
ឧបោសថ,ʔuʔpaosaʔtʰaʔ
ចិតសិប,cət səp
ស្រយង់,srɑyɑŋ
អៀម,ʔiǝm
និរន្តរ,niʔrɑndɑɑ
ស្រប,srɑɑp
ពំនាក់,pumneak
មគ្គទេសក៍,meakkeaʔteeh
ពុទ្ធវចនៈ,puttʰeaʔvaccaʔnaʔ
សមុទ្ទ,saʔmot
ស្នប់,snɑp
អៅ,ʔav
សច្ចា,saccaa
កន្ទុយ,kɑntuy
ច្រាល,craal
គេហ៍,kee
សំនួរ,sɑmnuə
អធ្យាស្រ័យ,ʔaʔtyiesray
បំភិត,bɑmpʰɨt
សួន,suǝn
អារញ្ញ,ʔaaraɲ
ទាក,tiek
វ៉ង់,vɑŋ
ចូក,cook
សាច់,sac
ប្រដៅ,prɑdav
គ្រឹហា,krɨʔhie
ឆ្លា,claa
ភរ,pʰɔɔ
សិទ្ធិ,settʰiʔ
ខ្វេះ,kveh
ថុច,tʰoc
សត,saʔtaʔ
ផ្គាប់,pkoap
បិតរ,beʔdɑɑ
ភូមរា,pʰuumeaʔrie
មេប្រយោគ,mee prɑyook
ពង្សាវតារ,pʊəŋsaaveaʔdaa
សង្វិត,sɑŋvǝt
សម្រួល,sɑmruǝl
ឯកភាព,ʔaekaʔpʰiep
រប,rɔɔp
រលើ,rɔləə
សត្រូវ,sattrəv
សំណាញ់,sɑmnaɲ
ជលាល័យ,ceaʔlieley
ខុទ្ទកាល័យ,kʰotteaʔkaalay
ស៊ុម,sum
កិត្តិគុណ,ketteʔkun
ក្របខណ្ឌ,krɑɑp kʰan
តុសិត,dohset
ជ្វាលា,cvielie
ចក្រភព,cakraʔpʰup
ជំរត់,cumrʊət
រោគា,rookie
ស្វាមី,svaamǝy
រាំង,reaŋ
ប្រចាប់,prɑcap
វក់វី,vɔǝk vii
ចុតិ,coʔteʔ
និយម,niʔyum
សវ,saʔvaʔ
ឧបទ្វីប,ʔuʔpattviip
ត្រសូល,trɑsool
ដំងើច,dɑmŋaəc
ប្រយុទ្ធ,prɑyut
ហៃ,hay
ប្រគំ,prɑkum
ភាណវារ,pʰienaʔviereaʔ
ថ្ងួច,tŋuəc
អគ្គិសនី,ʔakkihsaʔnii
បង្ហើរ,bɑŋhaə
ផ្ទញ់,ptʊəɲ
តាំងយូ,taŋ yuu
ផ្ងារ,pŋaa
អន្លង់,ʔɑnlʊəŋ
ទឹប,tɨp
នាមប័ណ្ណ,niemeaʔban
៧,7
ឥសូរ,ʔiʔsoo
សរ,sɑɑ
ក្លាយ,klaay
ចំរើន,cɑmraən
សម្រស់,sɑmrɑh
ទាសា,tiesaa
បូរបាច់,boo bac
សន្និដ្ឋាន,sɑnnittʰaan
បេតិកភណ្ឌ,peɛteʔkaʔpʰoan
សំពង,sɑmpɔɔŋ
ភារៈ,pʰiereaʔ
សង្ហា,sɑŋhaa
ដំរី,dɑmrəy
ភិក្ខុ,pʰiʔkʰoʔ
ញើស,ɲəəh
ក្នាញ់,knaɲ
នប់,nup
ចុល្លសករាជ,collaʔsaʔkaʔraac
ហ្វឹកហ្វឺន,vɨk-vǝǝn
វាក,viek
ស៊ើប,sǝǝp
ធី,tʰii
រូបិយវត្ថុ,ruupəyyeaʔvoattʰoʔ
ភាពគ្រោតគ្រាត,pʰiep kroot-kriet
បង្កាន់ដៃ,bɑŋkan day
ជ្រោក,crook
ត្លែ,tlae
កំផែង,kɑmpʰaeŋ
ផិត,pʰət
ឈ្មួញ,cmuəɲ
គាំ,koam
រាច,riec
នារីផល,nieriipʰɑl
មិត្ត,mit
សច្ចាប្រណិធាន,saccaaprɑneʔtʰien
រាយមាយ,riey-miey
ខក់,kʰɑk
មោះ,mʊəh
ម្ហា,mhaa
រំជួលចិត្ត,rumcuəl cət
ឆេះ,cʰeh
ឫកពា,rɨkpie
អ្វីមួយ,ʔvǝymuǝy
អភ័យឯកសិទ្ធិ,ʔaʔpʰeyʔaekkaʔset
ប្រទាល,prɑtiel
ពីសម័យ,pihsaʔmay
អំបែង,ʔɑmbaeŋ
ហឹរ,hǝl
ឃាំង,kʰeaŋ
លលា,lɔlie
សម្បូណ៌,sɑmboo
ដើម,daəm
ចំការ,cɑmkaa
មហាសន្និបាត,meaʔhaasɑnniʔbaat
លៀវ,liǝv
ទក្ខិណាព័ត៌,teakkʰeʔnaapoa
មជ្ឈមណ្ឌល,maccʰeaʔmʊəndʊəl
សណ្ដ,sɑndɑɑ
វិហារ,viʔhie
ពាក់,peak
រំពើក,rumpəək
ថ្ម,tmɑɑ
សណ្ឋិត,sɑntʰət
បដិបត្តិ,paʔdeʔbat
គំរប់,kumrup
២,2
បក្សី,baksəy
ផ្សែង,psaeŋ
ដាក់,dak
អនាគត,ʔaʔnaakʊət
បរិស័ទ,bɑɑreʔsat
ក្រហល់,krɑhɑl
ក្បុង,kboŋ
គ្រាន់,kroan
ខាម,kʰaam
ផើង,pʰaəŋ
ទសពិធ,teaʔsaʔpit
ស្តោក,staok
សុសាន,soʔsaan
អេក,ʔeɛk
មតក,meaʔtaʔkaʔ
បបូរ,bɑboo
កំរើក,kɑmraək
អាទិត្យ,ʔaatɨt
ឆ្មប,cmɑɑp
ជំនាញ,cumnieɲ
រហស្ស,reaʔhashaʔ
សមថ,saʔmaʔtʰaʔ
កញ្ឆា,kɑɲcʰaa
កកាយ,kɑkaay
ឡាយឡុង,laay loŋ
សង្វាស,sɑŋvaah
ស្កប់,skɑp
តួន,tuən
ច្រៀក,criək
ថ្កើងថ្កាន,tkaəŋ-tkaan
តម្លង់,tɑmlɑŋ
សុរិយ,soʔreʔyaʔ
ចេតសិក,ceɛtaʔsek
ក្រាក់,krak
រហ័សរហួន,rɔhah-rɔhuen
ឧបដ្ឋាក,ʔuʔpattʰaak
កសិកម្ម,kaʔseʔkam
អាភៀស,ʔaapʰiəh
ព្រហើន,prɔhəən
បង្ហូរ,bɑŋhoo
ច្រវាត់,crɑvat
ឥណ្ឌូ,ʔǝnduu
អកតញ្ញូ,ʔaʔkaʔtaɲɲuu
កុដិ,kot
ក្បំ,kbɑm
និក្ខេបបទ,nikkʰeɛpaʔbɑt
ផ្នែក,pnaek
ប៉ៅ,pav
ពោន,poon
ម៉ុម,mom
ក្រឡក,krɑlɑɑk
រជើប,rɔcəəp
លំនៅ,lumnɨv
ត្រេះ,treh
ឆ្មូល,cmool
ឧបករណ៍,ʔuʔpaʔkɑɑ
យ៉ាដាំ,yaadam
ទំនូល,tumnuul
ស្នាដៃ,snaa day
ប្រាការ,praakaa
ឆាយា,cʰaayaa
បាល,baal
រូបា,ruupaa
ច្រាន,craan
កុលធីតា,koltʰiidaa
សំលៀង,sɑmliǝŋ
អំឡុង,ʔɑmloŋ
ទេពធីតា,teepeaʔtʰiidaa
ហេម,heɛmeaʔ
អធិរាជ,ʔaʔtʰiʔriec
ស្រាក់,srak
វាំងនន,veaŋ nɔɔn
មហាឥសី,meaʔhaaʔəysəy
ឆន្ទៈ,cʰanteaʔ
ខាង,kʰaaŋ
ស្អាត,sʔaat
សោ,sao
អស់អញ,ʔɑh-ʔɑɲ
កលិយុគ,kɑlliʔyuk
វេរម្ភវាត,veeroampʰeaʔviet
នភាល័យ,neaʔpʰieley
សម្រក់,sɑmrɑk
