orth,pron_no_tones,pron_with_tones
ແກ້ແຄ້ນ,kɛːkʰɛːn,kɛː˥˨kʰɛːn˥˨
ໃຫຍ່,ɲaj,ɲaj˧
ພາກພຽນ,pʰaːkpʰiaːn,pʰaːk˥˨pʰiaːn˧˥
ອັກຂະຣະ,akkʰara,ak˧˥kʰa˧˥ra˧
ປານະ,paːna,paːna˧
ເປັນປະທານ,penpatʰaːn,penpa˧˥tʰaːn˧˥
ຫນໍ່,nɔː,nɔː˧
ແຊນ,sɛːn,sɛːn˧˥
ຄວາມເປັນລະບຽບ,kʰwaːmpenlabiaːp,kʰwaːm˧˥penla˧biaːp˧˩
ທຸ່ມເທ,tʰumtʰeː,tʰum˧tʰeː˧˥
ແຕ່ເຫິງນານ,tɛːhəŋnaːn,tɛː˧həŋ˩˧naːn˧˥
ກ້ອນເສົ້າ,kɔːnsao,kɔːn˥˨sao˧˩
ເລ້ກົນ,leːkon,leː˥˨kon
ຮັງ,haŋ,haŋ˧˥
ບັນເທົາ,bantʰao,bantʰao˧˥
ສະດັບ,sadap,sa˧˥dap˧˥
ແວ່,wɛː,wɛː˧
ວູ່,wuː,wuː˧
ອຸດ,ut,ut˧˥
ແພນ,pʰɛːn,pʰɛːn˧˥
ສີກ,siːk,siːk˧˩
ຫາສຽງ,haːsiaːŋ,haː˩˧siaːŋ˩˧
ມີຝີມື,miːfiːmɯː,miː˧˥fiː˩˧mɯː˧˥
ຕຸ້ມ,tum,tum˥˨
ທິດ,tʰit,tʰit˧
ການກະສິກັມ,kaːnkasikam,kaːnka˧˥si˧˥kam
ລ້ານ,laːn,laːn˥˨
ແງະ,ŋɛ,ŋɛ˧
ໃຫ້ລາງວັນ,hajlaːŋwan,haj˧˩laːŋ˧˥wan˧˥
ໃບຫນ້າ,bajnaː,bajnaː˧˩
ຂ່າວ,kʰaːo,kʰaːo˧
ເຜັດ,pʰet,pʰet˧˥
ຊວນເຊື່ອ,suaːnsɯːə̯,suaːn˧˥sɯːə̯˧
ລູກ,luːk,luːk˥˨
ແມະ,mɛ,mɛ˧
ໂກ້,koː,koː˥˨
ບູຣົມ,buːrapʰaːsaːt,buːra˧pʰaː˧˥saːt˧˩
ຜິວ,pʰiw,pʰiw˩˧
ຈັກສຸ,t͡ɕaksu,t͡ɕak˧˥su˧˥
ຫມາກຖົ່ວ,maːktʰuaː,maːk˧˩tʰuaː˧
ພຶດສະຈິກາ,pʰɯtsat͡ɕikaː,pʰɯt˧sa˧˥t͡ɕi˧˥kaː
ເຂົ້າຂ້າງ,kʰaokʰaːŋ,kʰao˧˩kʰaːŋ˧˩
ເຜີຽ,pʰəːj,pʰəːj˩˧
ຕົວລູກ,tuaːluːk,tuaːluːk˥˨
ພະຍຸ,pʰaɲu,pʰa˧ɲu˧
ໂດຽ,doːj,doːj
ວິໂລດ,wiloːt,wi˧loːt˥˨
ລົງຮາກ,loŋhaːk,loŋ˧˥haːk˥˨
ວິ້ງ,wiŋ,wiŋ˥˨
ເຂິງ,kʰəŋ,kʰəŋ˩˧
ຊ້າງ,saːŋ,saːŋ˥˨
ບຸພ,buaːp,buaːp˧˩
ກັນ,kan,kan
ມຸງ,muŋ,muŋ˧˥
ຕຽນ,tiaːn,tiaːn
ຕະບອງເພັດ,tabɔːŋpʰet,ta˧˥bɔːŋpʰet˧˥
ມານະ,maːna,maː˧˥na˧
ອິນດູ,induː,induː
ຊາຄານ,saːkʰaːn,saː˧˥kʰaːn˧˥
ມະລາຢູ,malaːjuː,ma˧laː˧˥juː
ສະດົມ,sadom,sa˧˥dom
ສະພາ,sapʰaː,sa˧˥pʰaː˧˥
ຍຸ,ɲu,ɲu˧
ການຂ້າສັດ,kaːnkʰaːsat,kaːnkʰaː˧˩sat˧˥
ກຸ,ku,ku˧˥
ມ້ຽນ,miaːn,miaːn˥˨
ປະກຳ,pakam,pa˧˥kam
ໂຄງການ,kʰoːŋkaːn,kʰoːŋ˧˥kaːn
ວອກແວກ,wɔːkweːk,wɔːk˥˨weːk˥˨
ສັນນິບາດ,sannibaːt,san˩˧ni˧baːt˧˩
ຊິດ,sit,sit˧
ຕັ້ງຕໍ່,taŋtɔː,taŋ˥˨tɔː˧
ໂດກ,doːk,doːk˧˩
ເທ,tʰeː,tʰeː˧˥
ອັນນີ້,anniː,anniː˥˨
ກະທັດ,katʰat,ka˧˥tʰat˧
ນົກ,nok,nok˧
ພິຍານ,pʰiɲaːn,pʰi˧ɲaːn˧˥
ລອບ,lɔːp,lɔːp˥˨
ຂ້າ,kʰaː,kʰaː˧˩
ແປບ,pɛːp,pɛːp˧˩
ປັດຊະຍາ,patsaɲaː,pat˧˥sa˧ɲaː˧˥
ຄະນະນາ,kʰananaː,kʰa˧na˧naː˧˥
ຈຽງ,t͡ɕiaːŋ,t͡ɕiaːŋ
ຮິມ,him,him˧˥
ລະອຽດ,laiaːt,la˧iaːt˧˩
ໂກສີ,koːsiː,koːsiː˩˧
ເຄື່ອງກົນ,kʰɯːə̯ŋkon,kʰɯːə̯ŋ˧kon
ຫົກ,hok,hok˧˥
ນ້ຳຫນັກ,namnak,nam˥˨nak˧˥
ຫະນຸມານ,hanumaːn,ha˧˥nu˧maːn˧˥
ນິມິດ,nimit,ni˧mit˧
ຮັດ,hat,hat˧
ຊົນ,son,son˧˥
ບະ,ba,ba˧˥
ນິດ,nit,nit˧
ເວດສາດ,weːtsaːt,weːt˥˨saːt˧˩
ເບັ່ງ,beŋ,beŋ˧
ຍະ,ɲa,ɲa˧
ຂີ້ນົກ,kʰiːnok,kʰiː˧˩nok˧
ໄຫມ,maj,maj˩˧
ມຸທິຕາ,mutʰitaː,mu˧tʰi˧taː
ຜວນ,pʰuaːn,pʰuaːn˩˧
ຄຸມ,kʰum,kʰum˧˥
ເກັ່ງ,keŋ,keŋ˧
ມີຄວາມກັງວົນ,miːkʰwaːmkaŋwon,miː˧˥kʰwaːm˧˥kaŋwon˧˥
ພູມີ,pʰuːmiː,pʰuː˧˥miː˧˥
ເຄື່ອງຂອງ,kʰɯːə̯ŋkʰɔːŋ,kʰɯːə̯ŋ˧kʰɔːŋ˩˧
ເຊີ້ງ,səːŋ,səːŋ˥˨
ພຽງນັ້ນ,pʰiaːŋnan,pʰiaːŋ˧˥nan˥˨
ຜູ້ຖື,pʰuːtʰɯː,pʰuː˧˩tʰɯː˩˧
ຍ່າມ,ɲaːm,ɲaːm˧
ມັກໃຈ,makt͡ɕaj,mak˧t͡ɕaj
ງອງ,ŋɔːŋ,ŋɔːŋ˧˥
ວອງ,wɔːŋ,wɔːŋ˧˥
ທ່ານ,tʰaːn,tʰaːn˧
ຝັດ,fat,fat˧˥
ສັງເກດ,saŋkeːt,saŋ˩˧keːt˧˩
ສິ່ງ,siŋ,siŋ˧
ຄວາມຕ້ານທານ,kʰwaːmtaːntʰaːn,kʰwaːm˧˥taːn˥˨tʰaːn˧˥
ທາງໄດ້,tʰaːŋdaj,tʰaːŋ˧˥daj˥˨
ຄົນບາບ,kʰonbaːp,kʰon˧˥baːp˧˩
ເຄື່ອງຂຽນ,kʰɯːə̯ŋkʰiaːn,kʰɯːə̯ŋ˧kʰiaːn˩˧
ອະມະຕະ,amata,a˧˥ma˧ta˧˥
ທີ່ແປນ,tʰiːpɛːn,tʰiː˧pɛːn
ເດັກ,dek,dek˧˥
ມະຫາວິທະຍາໄລ,mahaːwittʰaɲaːlaj,ma˧haː˩˧wit˧tʰa˧ɲaː˧˥laj
ກຸມ,kum,kum
ຫນ່ຽງ,niaːŋ,niaːŋ˧
ດ່າງ,daːŋ,daːŋ˧
ຜູ້ຫວັງດີ,pʰuːwaŋdiː,pʰuː˧˩waŋ˩˧diː
ມຶກ,mɯk,mɯk˧
ເອັນ,en,en
ຫລົມ,lom,lom˩˧
ສີໄຄ,siːkʰaj,siː˩˧kʰaj˧˥
ອຶດ,ɯt,ɯt˧˥
ຈອບ,t͡ɕɔːp,t͡ɕɔːp˧˩
ເປັນເວລາ,penweːlaː,penweː˧˥laː˧˥
ສັມປະທານ,sampatʰaːn,sam˩˧pa˧˥tʰaːn˧˥
ຫັ້ນແລ,hanlɛː,han˧˩lɛː˧˥
ຫມູນ,muːn,muːn˩˧
ແຍງ,ɲɛːŋ,ɲɛːŋ˧˥
ກະເພາະ,kapʰɔ,ka˧˥pʰɔ˧
ຢ່າງເລິກແລບ,jaːŋləklɛːp,jaːŋ˧lək˧lɛːp˥˨
ອອກເງິນ,ɔːkŋən,ɔːk˧˩ŋən˧˥
ພັນທຸ,pʰantʰu,pʰan˧˥tʰu˧
ກ໊ອກ,kɔːk,kɔːk˧
ລະວັງ,lawaŋ,la˧waŋ˧˥
ໃນທາງກົງກັນຂ້າມ,najtʰaːŋkoŋkankʰaːm,naj˧˥tʰaːŋ˧˥koŋkankʰaːm˧˩
ຂະມຸ,kʰamu,kʰa˧˥mu˧
ພະນັດ,pʰanat,pʰa˧nat˧
ຜູ້ຕ່າງຫນ້າ,pʰuːtaːŋnaː,pʰuː˧˩taːŋ˧naː˧˩
ສະຫັດ,sahat,sa˧˥hat˧˥
ບຸກຄົນ,bukkʰon,buk˧˥kʰon˧˥
ເລື່ອຽ,lɯːə̯j,lɯːə̯j˧
ເລື່ອ,lɯːə̯,lɯːə̯˧
ດວກ,duaːk,duaːk˧˩
ເນີ້,nəː,nəː˥˨
ແກວ່ງ,kwɛːŋ,kwɛːŋ˧
ແນກ,nɛːk,nɛːk˥˨
ຫວະ,wa,wa˧˥
ເຈົ້າເມືອງ,t͡ɕaomɯːə̯ŋ,t͡ɕao˥˨mɯːə̯ŋ˧˥
ອ່ອນໃຈ,ɔːnt͡ɕaj,ɔːn˧t͡ɕaj
ເພົາ,pʰao,pʰao˧˥
ສັງຄົມ,saŋkʰom,saŋ˩˧kʰom˧˥
ຍືດ,ɲɯːə̯t,ɲɯːə̯t˥˨
ວັຈ,wiaːŋ,wiaːŋ˧
ວາງ,waːŋ,waːŋ˧˥
ພິ່ງ,pʰiŋ,pʰiŋ˧
ງານ,ŋaːn,ŋaːn˧˥
ໄຕ່ຕອງ,tajtɔːŋ,taj˧tɔːŋ
ປະຕູ,patuː,pa˧˥tuː
ຖາວອນ,tʰaːwɔːn,tʰaː˩˧wɔːn˧˥
ໂຄ່ງ,kʰoːŋ,kʰoːŋ˧
ສະທອນ,satʰɔːn,sa˧˥tʰɔːn˧˥
ຖ້ວນ,tʰuaːn,tʰuaːn˧˩
ຜູ້ມີຄວາມຮູ້,pʰuːmiːkʰwaːmhuː,pʰuː˧˩miː˧˥kʰwaːm˧˥huː˥˨
ເອົາຈິງ,aot͡ɕiŋ,aot͡ɕiŋ
ຄ້ຳ,kʰam,kʰam˥˨
ຮົ່ມເຢັນ,homjen,hom˧jen
ທີ່ສຸດ,tʰiːsut,tʰiː˧sut˧˥
ເຄ,kʰeː,kʰeː˧˥
ທີ່ເຊື່ອຖື,tʰiːsɯːə̯tʰɯː,tʰiː˧sɯːə̯˧tʰɯː˧
ຄວາມງຽບ,kʰwaːmŋiaːp,kʰwaːm˧˥ŋiaːp˥˨
ເວີນ,wəːn,wəːn˧˥
ຂາດ,kʰaːt,kʰaːt˧˩
ເຄື່ອງປະກອບ,kʰɯːə̯ŋpakɔːp,kʰɯːə̯ŋ˧pa˧˥kɔːp˧˥
ຄຸມແຄ້ນ,kʰumkʰɛːn,kʰum˧˥kʰɛːn˥˨
ບັນດົນ,bandon,bandon
ແພະ,pʰɛ,pʰɛ˧
ສົມພົງ,sompʰoŋ,som˩˧pʰoŋ˧˥
ບໍ່ຈຳ,bɔːt͡ɕam,bɔː˧t͡ɕam
ອັຍ,ɯːə̯ŋsoppet,ɯːə̯ŋ˥˨sop˧˥pet˧˥
ມົນທົນ,montʰon,mon˧˥tʰon˧˥
ຂຸກ,kʰuk,kʰuk˧˥
ບໍ່ຜິດ,bɔːpʰit,bɔː˧pʰit˧˥
ງຸມ,ŋum,ŋum˧˥
ບໍ່ສມັກ,bɔːsamak,bɔː˧sa˧˥mak˧˥
ເຫົ່າ,hao,hao˧
ເຫງົານອນ,ŋaonɔːn,ŋao˩˧nɔːn˧˥
ສິງຄຳ,siŋkʰam,siŋ˩˧kʰam˧˥
ລາພະ,laːpʰa,laː˧˥pʰa˧
ຄັບຄາ,kʰapkʰaː,kʰap˧kʰaː˧˥
ບໍດິນ,bɔːdin,bɔːdin
ຮິ່ນຕອງ,hintɔːŋ,hin˧tɔːŋ
ຈັ້ດ,t͡ɕat,t͡ɕat˧
ສາ,saː,saː˩˧
ຜຽນ,pʰiaːn,pʰiaːn˩˧
ຄຶງ,kʰiŋ,kʰiŋ˧˥
ນອບ,nɔːp,nɔːp˥˨
ຢູ່ເຢັນເປັນສຸກ,juːjenpensuk,juː˧jenpensuk˧˥
ສຸກອນ,sukɔːn,su˧˥kɔːn
ເພີນ,pʰəːn,pʰəːn˧˥
ວຸດ,wɯt,wɯt˧
ສົມເຫດສົມຜົນ,somheːtsompʰon,som˩˧heːt˧˩som˩˧pʰon˩˧
ໄວ້ອາໄລ,wajaːlaj,waj˥˨aːlaj˧˥
ມະໂຫສົດ,mahoːsot,ma˧hoː˩˧sot˧˥
ນອງເລືອດ,nɔːŋlɯːə̯t,nɔːŋ˧˥lɯːə̯t˥˨
ໂປດ,poːt,poːt˧˩
ແຈກ,t͡ɕek,t͡ɕek˧˩
ງາດ,ŋaːt,ŋaːt˧˥
ສືບມາ,sɯːpmaː,sɯːp˧˩maː˧˥
ທຳທ່າ,tʰamtʰaː,tʰam˧˥tʰaː˧
ຕາມພາສາ,taːmpʰaːsaː,taːmpʰaː˧˥saː˩˧
ບາຣະມີ,baːramiː,baːra˧miː˩˧
ຖົ່ວ,tʰuaː,tʰuaː˧
ຂ້ອງໃຈ,kʰɔːŋt͡ɕaj,kʰɔːŋ˧˩t͡ɕaj
ບັນລື,banliː,banliː˧˥
ແຜດ,pʰɛːt,pʰɛːt˧˩
ພ້ຽນ,pʰiaːn,pʰiaːn˥˨
ລອມ,lɔːm,lɔːm˧˥
ກະຕໍ້,katɔː,ka˧˥tɔː˥˨
ຕໍ່ລອງ,tɔːlɔːŋ,tɔː˧lɔːŋ˧˥
ຜູກ,pʰuːk,pʰuːk˧˩
ຈົດ,t͡ɕot,t͡ɕot˧˥
ໂຮມ,hoːm,hoːm˧˥
ຂອບ,khɔːp,khɔːp˧˩
ເຄຫະ,kʰeːhaː,kʰeː˧˥haː˧˥
ກົງສຸນ,koŋsun,koŋsun˩˧
ຍຸບ,ɲup,ɲup˧
ໄຫລ,laj,laj˩˧
ເຂົ້າປົກ,kʰaopok,kʰao˧˩pok˧˥
ເຫດ,heːt,heːt˧˩
ພື,pʰɯː,pʰɯː˧˥
ເປີເຊັນ,pəːsen,pəːsen˧˥
ປໍ້,pɔː,pɔː˥˨
ຕາກ້າ,taːkaː,taːkaː˥˨
ງ້ຽວ,ŋiaːw,ŋiaːw˥˨
ສົມ,soːm,soːm˩˧
ຮາວີ,haːwiː,haː˧˥wiː˧˥
ຊຸນ,sun,sun˧˥
ຄອບ,kʰɔːp,kʰɔːp˥˨
ຫັບ,hap,hap˧˥
ຄົນຕິດຢາເສບຕິດ,kʰotitjaːseːptit,kʰo˧˥tit˧˥jaːseːp˧˩tit˧˥
ກັນດານ,kandaːn,kandaːn
ແວງ,wɛːŋ,wɛːŋ˧˥
ສີດ,siːt,siːt˧˩
ຮອກ,hɔːk,hɔːk˥˨
ເປັນຫຍັງ,penɲaŋ,penɲaŋ˩˧
ທອມ,tʰɔːm,tʰɔːm˧˥
ການສອບສວນ,kaːnsɔːpsuaːn,kaːnsɔːp˧˩suaːn˩˧
ລຶມ,lɯm,lɯm˧˥
ສັດຈະ,satt͡ɕa,sat˧˥t͡ɕa˧˥
ຊະວະ,sawa,sa˧wa˧
ແຫກ,hɛːk,hɛːk˧˩
ປັນຍາສະ,panɲaːsa,panɲaː˧˥sa˧˥
ກອງ,kɔːŋ,kɔːŋ
ປົງ,poŋ,poŋ
ເຫມືອນ,mɯːə̯n,mɯːə̯n˩˧
ການລ້ຽງ,kaːnliaːŋ,kaːnliaːŋ˥˨
ອາລູມີນຽມ,aːluːmiːniam,aːluː˧˥miː˧˥niam˧˥
ອະສຸຈິ,asut͡ɕi,a˧˥su˧˥t͡ɕi˧˥
ເອງ,eːŋ,eːŋ
ສຳລັບ,samlap,sam˩˧lap˧
ຂ່າ,kʰaː,kʰaː˧
ສົມປະກອບ,sompakɔːp,som˩˧pa˧˥kɔːp˧˩
ແຈງ,t͡ɕɛːŋ,t͡ɕɛːŋ
ຈັນໂລງ,t͡ɕanloːŋ,t͡ɕanloːŋ˧˥
ບໍ່ສົມບູນ,bɔːsombuːn,bɔː˧som˩˧buːn
ນ້ອຽ,nɔːj,nɔːj˥˨
ລັງ,laŋ,laŋ˧˥
ຊະຕາ,sataː,sa˧taː
ປ່າວ,paːo,paːo˧
ຕີ້,tiː,tiː˥˨
ດຽວກັນ,diaːwkan,diaːwkan
ເລາະ,lɔ,lɔ˧
ອອດ,ɔːt,ɔːt˧˩
ທີ່ໃດ,tʰiːdaj,tʰiː˧daj
ມຸ້ງ,muŋ,muŋ˥˨
ບ້ວງ,buaːŋ,buaːŋ˥˨
ແນບ,nɛːp,nɛːp˥˨
ດາດ,daːt,daːt˧˩
ກຳຈັດ,kamt͡ɕat,kamt͡ɕat˧˥
ເປະ,pe,pe˧˥
ດ້າວ,daːo,daːo˥˨
ມວນ,muaːn,muaːn˧˥
ອັກຄີ,akkʰiː,ak˧˥kʰiː˧˥
ຊຸ່ມ,sum,sum˧
ແບ່ງພາກ,bɛːŋpʰaːk,bɛːŋ˧pʰaːk˥˨
ອານາເຂດ,aːnaːkʰeːt,aːnaː˧˥kʰeːt˧˩
ປ່ານ,paːn,paːn˧
ຖິ່ນ,tʰin,tʰin˧
ຫລາ,laː,laː˩˧
ສູບ,suːp,suːp˧˩
ນັບ,nap,nap˧
ສໄວ,sawaj,sa˧˥waj˩˧
ຢາດ,jaːt,jaːt˧˩
ຊ່ຽວ,siaːw,siaːw˧
ທຽບທ່າ,tʰiaːptʰaː,tʰiaːp˥˨tʰaː˧
ກ່າ,ka,ka˧
ທັ້ງ,tʰaŋ,tʰaŋ˧
ເຈົ້າກົມ,t͡ɕaokom,t͡ɕao˥˨kom
ມະຫາອຳນາດ,mahaːamnaːt,ma˧haː˩˧amnaːt˥˨
ເນົາວະ,naowa,nao˧˥wa˧
ອັງຄານ,aŋkʰaːn,aŋkʰaːn˧˥
ປຸ້ນ,pun,pun˥˨
ຂອງດີ,kʰɔːŋdiː,kʰɔːŋ˩˧diː
ເອມ,eːm,eːm
ຕົກ,tok,tok˧˥
ຮ້າ,haː,haː˥˨
ໄຄ,kʰaj,kʰaj˧˥
ພີ,pʰuː,pʰuː˧˥
ຫູ,huː,huː˩˧
ລາຄີ,laːkʰiː,laːkʰiː˧˥
ດົນຕີ,dontiː,dontiː
ສີ,siː,siː˩˧
ມະໂນ,manoː,ma˧noː˧˥
ເກງ,keːŋ,keːŋ
ຄອງ,kʰɔːŋ,kʰɔːŋ˧˥
ບວມ,buaːm,buaːm
ຮັກສາ,haksaː,hak˧saː˩˧
ການກະເສດ,kaːnkaseːt,kaːnka˧˥seːt˧˩
ທາຍາດ,tʰaːɲaːt,tʰaː˧˥ɲaːt˥˨
ຄົມ,kʰom,kʰom˧˥
ຮ້ອນ,hɔːn,hɔːn˥˨
ລັ່ງເລ,laŋleː,laŋ˧leː˧˥
ເດັ້ງ,deŋ,deŋ˥˨
ພຶ,pʰɯ,pʰɯ˧
ທັນ,tʰan,tʰan˧˥
ເລງ,leːŋ,leːŋ
ລົງເຮືອ,loŋhɯaː,loŋ˧˥hɯ˧˥aː
ຟັດ,fat,fat˧
ວິ່ງ,wiŋ,wiŋ˧
ສານະ,saːna,saː˩˧na˧
ຫມາກເຜັດ,maːkpʰet,maːk˧˩pʰet˧˥
ຫວັດ,wat,wat˧˥
ແນວທາງ,nɛːwtʰaːŋ,nɛːw˧˥tʰaːŋ˧˥
ພາກ,pʰaːk,pʰaːk˥˨
ຖັດ,tʰat,tʰat˧˥
ບັງຄົມ,baŋkʰom,baŋkʰom˧˥
ເອີ້,əː,əː˥˨
ອາສາ,aːsaː,aːsaː˩˧
ຜູ້ທີ່,pʰuːtʰiː,pʰuː˧˩tʰiː˧
ຕາມແຕ່,taːmtɛː,taːmtɛː˧
ທ້ອງຕລາດ,tʰɔːŋtalaːt,tʰɔːŋ˥˨ta˧˥laːt˧˩
ເຈົ້າມູນ,t͡ɕaomuːn,t͡ɕao˥˨muːn˧˥
ຄວາມເປັນທັມ,kʰwaːmpentʰam,kʰwaːm˧˥pentʰam˧˥
ວັຕ,wiaːtnaːm,wiaːt˥˨naːm˧˥
ຕີງ,tiːŋ,tiːŋ
ໃຫ້ສັນຍາ,hajsanɲaː,haj˧˩san˩˧ɲaː˧˥
ກາເຟ,kaːfeː,kaːfeː˧˥
ຄວາມຕ້ອງການ,kʰwaːmtɔːŋkaːn,kʰwaːm˧˥tɔːŋ˧˥kaːn
ລອນດອນ,lɔːndɔːn,lɔːn˧˥dɔːn
ໂນນ,noːn,noːn˧˥
ທະນຸ,thanu,tha˧˥nu˧˥
ເຄັງ,kʰeŋ,kʰeŋ˧˥
ຫລອນໂຈມຕີ,lɔːnt͡ɕoːmtiː,lɔːn˩˧t͡ɕoːmtiː
ລັຍ,letsatop,let˧sa˧˥top˧˥
ເຄື່ອງກັ່ນ,kʰɯːə̯ŋkan,kʰɯːə̯ŋ˧kan˧
ນົມ,nom,nom˧˥
ທາງໂລກ,tʰaːŋloːk,tʰaːŋ˧˥loːk˥˨
ຈັກຊິ,t͡ɕaksi,t͡ɕak˧˥si˧
ອະຫິວາ,ahiwaː,a˧˥hi˧˥waː˧˥
ນານາ,naːnaː,naː˧˥naː˧˥
ບໍຣິການ,bɔːrikaːn,bɔːri˧kaːn
ເປັນພວກ,penpʰuaːk,penpʰuaːk˥˨
ຈານ,t͡ɕaːn,t͡ɕaːn
ວ່ອງ,wɔːŋ,wɔːŋ˧
ເທພ,tʰeːp,tʰeːp˥˨
ຄະນິດ,kʰanit,kʰa˧nit˧
ການເກິດ,kaːnkəːt,kaːnkəːt˧˩
ແພ່,pʰɛː,pʰɛː˧
ເມີນ,məːn,məːn˧˥
ບັນດານ,bandaːn,bandaːn
ຂອງແປກ,kʰoːŋpɛːk,kʰoːŋ˩˧pɛːk˧˩
ແວບ,wɛːp,wɛːp˥˨
ເຕັກນິກ,teknik,tek˧˥nik˧
ແຈວ,t͡ɕɛːw,t͡ɕɛːw
ສັນດອນ,sandɔːn,san˩˧dɔːn
ຊານເມືອງ,saːnmɯːə̯ŋ,saːn˧˥mɯːə̯ŋ˧˥
ຢູ່ນີ້,juːniː,juː˧niː˥˨
ກໍຣະນີ,kɔːraniː,kɔːra˧niː˧˥
ໃນທີ່ສຸດ,najtʰiːsut,naj˧˥tʰiː˧sut˧˥
ຟານ,faːn,faːn˧˥
ແນວ,nɛːw,nɛːw˧˥
ຫໍ,hɔː,hɔː˩˧
ຮ້ອນຮົນ,hɔːnhon,hɔːn˥˨hon˧˥
ເຫລນ,leːn,leːn˩˧
ເກືອ,kɯːə̯,kɯːə̯
ຝັກ,fak,fak˧˥
ປະທານາທິບໍດີ,patʰaːnaːtʰibɔːdiː,pa˧˥tʰaː˧˥naː˧˥tʰi˧bɔːdiː
ເປບ,pɛːp,pɛːp˧˩
ໂຍນ,ɲoːn,ɲoːn˧˥
ຮຸນ,hun,hun˧˥
ດັງ,daŋ,daŋ
ຮາດ,haːt,haːt˥˨
ກາໂຕລິກ,kaːtoːlik,kaːtoːlik˧˥
ໄມຕີ,majtiː,maj˧˥tiː
ພິບ,pʰip,pʰip˧
ຫົວລ້ຽວ,huaːliaːw,huaː˩˧liaːw˥˨
ຄົນຍາມ,kʰonɲaːm,kʰon˧˥ɲaːm˧˥
ມົລ,muaːm,muaːm˧
ຣຽບ,riaːp,riaːp˥˨
ຫນ້າດິນ,naːdin,naː˧˩din
ທັງເປັນ,tʰaŋpen,tʰaŋ˧˥pen
ຄາມ,kʰaːm,kʰaːm˧˥
ດົ່ງ,doŋ,doŋ˧
ປັກກິ່ງ,pakkiŋ,pak˧˥kiŋ˧
ເຖາະ,tʰɔ,tʰɔ˧˥
ຈົກ,t͡ɕok,t͡ɕok˧˥
ໂກສ,kɛːtnamtaː,kɛːt˧˩nam˥˨taː
ຝັ່ງ,faŋ,faŋ˧
ໄລ່,laj,laj˧
ຟອກ,fɔːk,fɔːk˥˨
ຄົນຈ້າງ,kʰont͡ɕaːŋ,kʰon˧˥t͡ɕaːŋ˥˨
ຍ່ອງ,ɲɔːŋ,ɲɔːŋ˧
ບໍ່ສະດວກ,bɔːsaduaːk,bɔː˧sa˧˥duaːk˧˩
ພະຫຸ,pʰahu,pʰa˧hu˧˥
ສວັນນະເຂດ,sawannakʰeːt,sa˧˥wan˩˧na˧kʰeːt˧˩
ອ່ຽນ,iaːn,iaːn˧
ມາເກົາ,maːkao,maː˧˥kao
ຫມວດ,muaːt,muaːt˧˩
ຫນາ,naː,naː˩˧
ປອດໄພ,pɔːtpʰaj,pɔːt˧˩pʰaj˧˥
ພໍເຖິງ,pʰɔːtʰəŋ,pʰɔː˧˥tʰəŋ˩˧
ລະມຸດ,lamut,la˧mut˧
ເລັມ,lem,lem˧˥
ຕູດ,tuːt,tuːt˧˩
ກະຮອກ,kahɔːk,ka˧˥hɔːk˥˨
ອອກຕົວ,ɔːktuaː,ɔːk˧˩tuaː
ແຖບ,tʰɛːp,tʰɛːp˧˩
ເບົ້າ,bao,bao˥˨
ຣະມະນີ,ramaniː,ra˧ma˧niː˧˥
ຄັນວ່າ,kʰanwaː,kʰan˧˥waː˧
ສູ້,suː,suː˧˩
ຮ່ຳ,ham,ham˧
ເຫລັກ,lek,lek˧˥
໕,5,5
ກຽຕ,kuaːtlaːŋ,kuaːt˧˩laːŋ˥˨
ຄວາມສັມພັນ,kʰwaːmsampʰan,kʰwaːm˧˥sam˩˧pʰan˧˥
ນັ້ນແລ,nanlɛː,nan˥˨lɛː˧˥
ສຸສານ,susaːn,su˧˥saːn˩˧
ໂອນ,oːn,oːn
ລູກຈ້າງ,luːkt͡ɕaːŋ,luːk˥˨t͡ɕaːŋ˥˨
ຟອງ,fɔːŋ,fɔːŋ˧˥
ສັງຂານ,saŋkʰaːn,saŋ˩˧kʰaːn˩˧
ທາງລຸ່ມ,tʰaːŋlum,tʰaːŋ˧˥lum˧
ກັມມາທິການ,kammaːtʰikaːn,kammaː˧˥tʰi˧kaːn
ຕ່ອມ,tɔːm,tɔːm˧
ເປັນຄູ່,penkʰuː,penkʰuː˧
ເຈີງ,t͡ɕəːŋ,t͡ɕəːŋ
ລູກເມັຽ,luːkmiaː,luːk˥˨miaː˧˥
ອັກສອນ,aksɔːn,ak˧˥sɔːn˩˧
ກິຕ,kuaːtlaːŋ,kuaːt˧˩laːŋ˥˨
ສຸຣິນ,surin,su˧˥rin˧˥
ຢັດ,jat,jat˧˥
ດັນ,dan,dan
ສັນຍານ,sanɲaːn,san˩˧ɲaːn˧˥
ຮຸ້ງ,huŋ,huŋ˥˨
ມານດາ,maːndaː,maːn˧˥daː
ມ່ວງ,muaːŋ,muaːŋ˧
ເສຕ,suaːt,suaːt˧˩
ພຶດຕິ,pʰɯtti,pʰɯt˧ti˧˥
ຕະບອງ,tabɔːŋ,ta˧˥bɔːŋ
ກຽມ,kiaːm,kiaːm
ຂອງ,kʰɔːŋ,kʰɔːŋ˩˧
ບໍ່ລົດລະ,bɔːlotla,bɔː˧lot˧la˧
ສັ່ງ,saŋ,saŋ˧
