orth,pron_no_tones
ចំណត,cɑmnɑɑt
សារាយ,saaraay
តាំងយូ,taŋ yuu
នាម៉ឺន,nieməən
គំនូស,kumnuuh
ក្អែក,kʔaek
វាត,viet
ជើ,cəə
សិល្ប,səlləpaʔ
ពោះវៀន,pʊəh viən
អធ្រាត្រ,ʔattʰriet
ហិរញ្ញប្បទាន,heʔraɲɲappaʔtien
ឯកា,ʔaekaa
សុរិយា,soʔreʔyaa
ពិសី,piʔsəy
ហែង,haeŋ
ពីសម័យ,pihsaʔmay
ប្រសប់,prɑsɑp
រឭក,rɔlɨk
ដឺ,dəə
សម្ងំ,sɑmŋɑm
ណយ,nɑɑy
ក្រឹត្យ,krət
មោង,mooŋ
មេខលា,meekʰaʔlaa
រាស់,roah
តុក្កតា,tokkaʔtaa
ងឿង,ŋɨəŋ
ទើបបាន,təəp baan
ឯកឧត្តម,ʔaekʔotdɑm
យើ,yəə
មែនមាន,mɛɛn mien
រំពង,rumpɔɔŋ
ទេពធីតា,teepeaʔtʰiidaa
ញាត់,ɲoat
សង្វេគ,sɑŋveek
រូបិយប័ណ្ណ,ruupəyyeaʔban
សុបិន,soʔbən
អង់អាច,ʔɑŋ ʔaac
ស្បូន,sboon
ដោល,daol
ក្លៀវក្លា,kliəv-klaa
សន្តាន,sɑndaan
ខ្ជាប់,kcoap
ម៉ឺង,məəy
និរោធ,niʔroot
ចាស,caah
ពង្រត់,pʊəŋrʊət
អង្រឹង,ʔɑŋrɨŋ
ជំរះ,cumreah
ទន្ទេញ,tʊəntɨɲ
ពាលី,pielii
ឈ្មោល,cmool
នាឡិកា,nieleʔkaa
ធរណី,tʰɔɔreaʔnii
ចែ,cae
បំភ័យ,bɑmpʰey
ពាំ,poam
បោច,baoc
ភាន់,pʰoan
ផ្ទឹម,ptɨm
ហិត,hǝt
ប្រេះ,preɛh
រាក,riek
ពាង,pieŋ
កញ្ចាស់,kaɲcah
អាក្រាត,ʔaakraat
ជឿន,cɨən
ញើស,ɲəəh
មនុស្សធម៌,meaʔnuhsaʔtʰoa
មួរ,muə
ព្នង,pnɔɔŋ
រាតត្បាត,riet tbaat
រំសាយ,rumsaay
របូត,rɔboot
សច្ចា,saccaa
ភ័ន្ត,pʰoan
ហ្ម,maa
និត្យ,nɨt
ស្ងួន,sŋuǝn
បក្សា,baksaa
លលក,lɔlɔɔk
ល្បះ,lbah
មឈូស,mɔcʰuuh
ឪឡឹក,ʔǝv lǝk
ឌឺ,dɨɨ
សំពោង,sɑmpooŋ
សង្ខារ,sɑŋkʰaa
ខន្តី,kʰantəy
អយុធ្យា,ʔaʔyutyie
និន្ទា,nintie
ម៉ត់ចត់,mɑt-cɑt
រាសី,riesəy
ដុនដាប,don daap
ប្រមើល,prɑmaəl
គំនាប,kumniep
ទំនាប,tumniep
វល្លិ,voal
ចែវ,caev
ប្រមឹក,prɑmək
រលោង,rɔlooŋ
មាយា,mieyie
សមរ,saʔmaʔraʔ
វុន,vun
ច្រវាក់,crɑvak
បែន,baen
លោហិត,loohǝt
ក្រេប,kreɛp
អាយ៉ង,ʔaayɑɑŋ
បាភ្នំ,baa pnum
ធ្លក,tlɔɔk
បដា,paʔdaa
កសិដ្ឋាន,kaʔsettʰaan
ចង្វាក់,cɑŋvak
តម្លឹង,tɑmləŋ
ប៉ុក,pok
កល្យាណ,kɑlyaan
ភឿន,pʰɨən
បព្វជិត,bappaccɨt
មាត់ជ្រូក,moat cruuk
សុភាសិត,soʔpʰieset
អនុលោម,ʔaʔnuʔlaom
នាគា,niekie
រពុក,rɔpuk
ផ្លេក,pleɛk
ព្យាង្គ,pyieŋ
ព័រ,poa
សោកនាដកម្ម,saokaʔniedaʔkam
សិរិ,seʔreʔ
ស្លោក,slaok
អាសាញ់,ʔaasaɲ
ស្រពោន,srɑpoon
ថប់,tʰɑp
បេង,beɛŋ
ភ្ជុំ,pcum
ញាំ,ɲoam
សំណៅ,sɑmnav
ងៀត,ŋiət
អំនួត,ʔɑmnuǝt
ហក់,hak
ដុន,don
ជយោ,ceaʔyoo
ធ្មេញឈើ,tmɨɲ cʰəə
វរុណ,veaʔrun
ប្រេត,praet
ហស្ត,hoah
ដណ្ដប់,dɑndɑp
សុរិយ,soʔreʔyaʔ
ង៉ាំ,ŋam
អានុភាព,ʔaanuʔpʰiep
ទីទៃ,tiitey
សម្រុង,sɑmroŋ
បង្ហើយ,bɑŋhaəy
នីតិកម្ម,niiteʔkam
ធ្លោ,tloo
ភ្លោះ,plʊəh
អច្ឆរិយ,ʔaccʰaʔreʔyaʔ
អេះ,ʔeh
ខួង,kʰuəŋ
សារុង,saaroŋ
អាប៉ោង,ʔaapaoŋ
មារយាទ,mieyiet
សំពីង,sampiiŋ
អប្បបរមា,ʔappaʔpaʔraʔmaa
បបូរ,bɑboo
មេអំបៅ,mee ʔɑmbav
តក់ស្លុត,tɑk slot
ចង្វា,cɑŋvaa
និកាយ,niʔkaay
មហានគរ,meaʔhaanɔkɔɔ
សះ,sah
ម្រះ,mreah
រវើក,rɔvəək
សេរ,aeɛraʔ
មហានិកាយ,mɔhaaniʔkaay
វាយោ,vieyoo
ត្រាច,traac
កំហិត,kɑmhət
លុត,lut
អន្ទង,ʔɑntɔɔŋ
ស្រួលបួល,sruǝl-buǝl
សំពង,sɑmpɔɔŋ
អភ័ព្វ,ʔaʔpʰoap
តំណាល,tɑmnaal
អើត,ʔaǝt
រំសេវ,rumseɛv
រឹងប៉ឹង,rɨŋ-pəŋ
ស្ថាបនិក,stʰaapaʔnik
វាទ,viet
ប៉េង,peɛŋ
វ៉ុល,vol
ពិស្តារ,pɨhsdaa
ខាវ,kʰaav
រហាម,rɔhaam
ជ្រួល,cruəl
កំហូច,kɑmhooc
ស្អិត,sʔǝt
បដិវត្តន៍,paʔdeʔvoat
អតិ,ʔaʔteʔ
ប្រទាញ,prɑtieɲ
អាសអាភាស,ʔaasaʔaapʰieh
ច្របូក,crɑbook
ឈូង,cʰuuŋ
ជុក,cuk
បំបួស,bɑmbuəh
ម្នាស់,mnoah
ឡាំ,lam
អនាថា,ʔaʔnaatʰaa
បិដក,beʔdɑk
ស្ទាប,stiep
អាស្រម,ʔaasrɑm
ចម្រូង,cɑmrooŋ
ពន្លក,pʊənlɔɔk
ជំទប់,cumtup
ភេ,pʰee
ខ្វាត់,kvat
បម្រះ,bɑmrah
តួយ៉ាង,tuə yaaŋ
កំពឹស,kɑmpɨh
ដំបន់,dɑmbɑn
បំផ្លើស,bɑmplaəh
តន់,tɑn
ទោមនស្ស,toomeaʔnoah
សេនីយ,seɛnǝy
ពេស្យាចារ,peehsyaacaa
ចាប៉ី,caapəy
ឆ្អើរ,cʔaə
ងប់,ŋup
ខ្លោង,klaoŋ
ឆាប,cʰaap
ស្រាត,sraat
អង្អែល,ʔɑŋʔael
ជម្លៀស,cumliəh
សម្រុះ,sɑmroh
ក្អម,kʔɑɑm
ប្រដេញ,prɑdəɲ
សន្សឹម,sɑnsǝm
មួង,muəŋ
ភោគ,pʰook
ច្រាល,craal
ទំពូង,tumpuuŋ
ស្ពឹក,spɨk
ផង់,pʰɑŋ
បវរ,bɑɑvɑɑ
សាវតារ,saaveaʔdaa
ល្វា,lvie
ល្មោភ,lmoop
បដិភាគ,paʔdeʔpʰiek
វ៉ី,vəy
វល់,vʊəl
ម្ភៃ,mpʰey
ហី,hǝǝ
ឆក,cʰɑɑk
ស្វាង,svaaŋ
តែម,taem
បុព្វហេតុ,boppeaʔhaet
លក្ខណ,leakkʰaʔnaʔ
ចីរភាព,ceɛreaʔpʰiep
ជោរ,coo
វង,vɔɔŋ
ដំណែង,dɑmnaeŋ
ប្រកាច់,prɑkac
ឆោត,cʰaot
សមាមាត្រ,saʔmaamiet
បង្អាប់,bɑŋʔap
វៈ,veaʔ
កិត្តិនាម,ketteʔniem
ខ្មាំង,kmaŋ
ពត់,pʊət
ស្យាម,syaam
អនុជ,ʔaʔnoc
សាជីវកម្ម,saaciiveaʔkam
កំរើក,kɑmraək
ម្លិះ,mlih
ប្រណិប័តន៍,prɑneʔbat
មហាសង្ក្រាន្ត,meaʔhaasɑŋkraan
បង្ខាំង,bɑŋkʰaŋ
មហាសុមេធាធិបតី,mɔhaasoʔmeetʰietʰiʔpaʔdəy
ទ្រឹង,trɨŋ
សម្ភារ,sɑmpʰie
ឈ្លក់,clʊək
រណារ,rɔnaa
ព្រហើន,prɔhəən
ធ្លុះ,tluh
បៀត,biət
ជ្វា,cvie
តិរច្ឆាន,teʔraccʰaan
ក្រយា,krɑyaa
សាលដីកា,saaldǝykaa
កកែប,kɑkaep
បោយ,baoy
ត្រួយ,truəy
ក្លើ,klaə
ទទឹក,tɔtɨk
ក្រោធ,kraot
រ៉ាប់រង,rap-rɔɔŋ
រែង,rɛɛŋ
ប៉ាត,paat
ឧបជ្ឈាយ៍,ʔuʔpaccʰie
សប់,sɑp
កាវ,kaav
មជ្ឈិម,maccʰɨm
ចិត,cət
ប៉ាក់,pak
ទួត,tuət
ប្រះ,prah
វាត់,voat
ស្ងើច,sŋaǝc
ហិណ្ឌូ,hǝnduu
ស្រួយ,sruǝy
ពុទ្ធិក,puttʰik
យតិ,yeaʔteʔ
ថ្ងាស,tŋah
ស្មាច់,smac
ខ្លែង,klaeŋ
តុងទីន,toŋtiin
ថ្លឹង,tləŋ
ត្រកួន,trɑkuən
ពួរ,puə
ក្លែម,klaem
យៀកណាម,yiək naam
ចំណោទ,cɑmnaot
ហត្ថលេខី,hattʰaʔleekʰǝy
ដុស,doh
ក្រវាញ,krɑvaaɲ
គ្រាំ,kroam
ព្រើត,prəət
ខែល,kʰael
ច្រូច,crooc
ផ្ងារ,pŋaa
ព្រឹក្ស,prɨk
បង្អុរ,bɑŋʔol
ដន្លង,dɑnlɑɑŋ
ដាល់,dal
បង្ខូច,bɑŋkʰooc
កម្ពុជ,kampuc
សង្ឃ័រ,sɑŋkʰoa
ភ្ញី,pɲii
បង្កាត់,bɑŋkat
ពែង,pɛɛŋ
បារ,baa
មួ,muə
ល្អក់,lʔak
បរា,paʔraa
មណី,meaʔnii
ពន្លត់,pʊənlʊət
បណ្ដាក់,bɑndak
ជាល,ciel
តម្រា,tɑmraa
ចារកម្ម,caareaʔkam
វេះ,veh
កញ្ជើ,kɑɲcəə
ដុះដាល,doh daal
ស្លូតបូត,sloot-boot
រួស,ruəh
ពុត,put
សមណ,saʔmaʔnaʔ
ភ្លុក,pluk
ស្និត,snǝt
អានន្ទ,ʔaananteaʔ
សំយោគ,saŋyook
ត្រឡាច,trɑlaac
រាន់,roan
រនាស់,rɔnoah
ព្រីង,priiŋ
អាពាធ,ʔaapiet
អន្លក់,ʔɑnlʊək
ចំពាម,cɑmpiem
បំបៅ,bɑmbav
ភាវនា,pʰieveaʔnie
ឫកពា,rɨkpie
រាហូ,riehuu
ក្រញាំ,krɑɲam
ឆ្លាស់,clah
អរហន្ត,ʔaʔraʔhan
ខ្ពង់រាប,kpʊəŋ-riep
ប្រយោល,prɑyaol
សង់ផ្ទះ,sɑŋ pteah
បណ្ណាគារ,bannaakie
សិន្ធុ,sentʰuʔ
ស្រាពណ៍,sraap
មហាសាល,mɔhaasaal
គម្រប,kumrɔɔp
ឃ្នាប,kniep
ទ្រនាប់,trɔnoap
ក្រមា,krɑmaa
រួញ,ruəɲ
ញ៉ែ,ɲae
ចង្កៀង,cɑŋkiəŋ
វៀរ,viə
ពែ,pɛɛ
នារាយណ៍,nieriey
មាណព,mienup
ចេត្រ,caet
រោយ,rooy
សន្ទស្សន៍,sɑntɔǝh
ភ្លូក,pluuk
ធូលី,tʰuulii
កំភួន,kɑmpʰuən
ឈ្ងុយ,cŋuy
ល្ហែម,lhaem
មហាសន្និបាត,meaʔhaasɑnniʔbaat
លក្ខ,leakkʰaʔ
ត្រាប់,trap
ទក,tɔɔk
ម្នីម្នា,mnii-mnie
វន្ត,voan
ឆោឡោ,cʰao-lao
សែត,saet
អប្ប,ʔappaʔ
វាស,vieh
អាករ,ʔaakɑɑ
ហួយ,huǝy
ស្លេះ,sleh
លាយឡំ,liey-lɑm
ម៉ឹង,məŋ
កំបុត,kɑmbot
សស្រាក់,sɑsrak
គាថា,kietʰaa
ក្សេមក្សាន្ត,kseɛm-ksaan
អគ្គរដ្ឋទូត,ʔakkeaʔroattʰaʔtuut
បណ្ដាំ,bɑndam
ប្រាម,praam
ម្រេច,mrɨc
យោល,yool
រញ្ជួយ,rʊəɲcuəy
រោល,rool
ចិន្តា,cendaa
ប៉ោម,paom
កាប,kaap
ទ្រាំទ្រ,troam-trɔɔ
គោម,koom
បរិបូរណ៍,bɑɑreʔboo
ទំនុកបំរុង,tumnuk bɑmroŋ
ជន់,cʊən
សាលី,saaləy
ទេរ,tee
ត្រាវ,traav
សាត,saat
បន្លាច,bɑnlaac
នីតិសម្បទា,niiteʔsampaʔtie
ជ្រាយ,criey
ចន្ទី,cantii
និល,nɨl
សឿង,sɨǝŋ
អណ្ដាត,ʔɑndaat
វិប្បដិសារី,vippaʔdeʔsaarǝy
ព្រាត,priet
ថ្គាម,tkiem
បង្ខិត,bɑŋkʰət
បង្វឹក,bɑŋvək
សាប៊ូ,saabuu
ស្រដី,srɑdǝy
កណ្ដូប,kɑndoop
ក្រាញ់,kraɲ
ហូល,hool
ល្វើយ,lvǝǝy
ភ័ព្វ,pʰoap
ខ្ចាយ,kcaay
របេង,rɔbeɛŋ
ពង្រាង,pʊəŋrieŋ
ស្រុះ,sroh
ត្បែង,tbaeŋ
បួង,buəŋ
ត្រល់,trɑl
ជននី,ceaʔneaʔnii
ជ្រោមជ្រែង,croom crɛɛŋ
វឹកវរ,vɨk-vɔɔ
ដំណែល,dɑmnael
ស្វ័យប្រវត្តិ,svaypravoat
មមើ,mɔməə
ក្រឡាញ់,krɑlaɲ
សូត,soot
គុណសម្បត្តិ,kunaʔsɑmbat
តម្រាប់,tɑmrap
រនោច,rɔnooc
សំណាញ់,sɑmnaɲ
ម្កាល,mkaal
ស្រ័យ,sray
ននៀល,nɔniəl
ជ្រៀត,criət
ឃោស,kʰoosaʔ
កុរ,kao
ភាយ,pʰiey
ខន្ធ,kʰan
ស្ដា,staa
ជីវជាតិ,ciiveaʔciet
ឥន្ទ,ʔen
ទំនើង,tumnəəŋ
បំប៉ោង,bɑmpaoŋ
សារប្រយោជន៍,saa prayaoc
រ៉,rɑɑ
ព្រនង់,prɔnʊəŋ
បន្តុប,bɑntop
ម្រឹត,mrɨt
ក្បូន,kboon
ប្រព្រឹត្តិកម្ម,prɑprɨtteʔkam
អពមង្គល,ʔaʔpeaʔ mʊəŋkʊəl
ស្ដ,sdɑɑ
រោទ៍,roo
សម្ពុទ្ធ,samput
ឥរិយា,ʔeʔreʔyaa
ធុំ,tʰum
ពេស្យា,peehsyaa
ម៉ក់,mɑk
ត្រដរ,trɑdɑɑ
រខក,rɔkʰɑɑk
ថែវ,tʰaev
ខ្សត់,ksɑt
ស្ទាក់ស្ទើរ,steak-stǝǝ
ប្រមែប្រមូល,prɑmae-prɑmool
អចល,ʔaʔcaʔlaʔ
ក្ដោប,kdaop
ពាហនៈ,piehaʔnaʔ
អធិរាជ,ʔaʔtʰiʔriec
ម្នាង,mnieŋ
សន្សើម,sɑnsaǝm
មនុស្សលោក,meaʔnuhsaʔlook
ព្រាយ,priey
បាតុភូត,paatoʔpʰuut
អរុណ,ʔaʔrun
ញឹកញយ,ɲɨk-ɲɔɔ
អំណត់,ʔɑmnɑt
ប្រដូច,prɑdooc
ប៉ម,pɑɑm
ភូមិបាល,pʰuumiʔbaal
វិទ្យុទូរទស្សន៍,vittyuʔtuureaʔtʊəh
សាំ,sam
ស្ទួន,stuǝn
ជាតក,ciedɑk
ថ្កាន,tkaan
ប្រើស,praəh
អួល,ʔuəl
ក្អួត,kʔuət
រលះ,rɔleah
ស្រវា,srɑvaa
ត្មះ,tmah
បម្រាម,bɑmraam
បាពួន,baapuən
ផ្អៀង,pʔiəŋ
ទិច,tɨc
ប្រតិទិន,prɑteʔtin
ពៀរ,piə
គ្រួស,kruəh
ទស្សនីយភាព,tʊəhsaʔniipʰiep
ប្រប,prɑɑp
ភេសជ្ជៈ,pʰeehsacceaʔ
ភាតរភាព,pʰietaʔraʔpʰiep
ភារ,pʰie
សុភ,soʔpʰeaʔ
ទម្លាយ,tumliey
លំហ,lumhɔɔ
តៅ,tav
ទោណ,toon
ផ្សៃ,psay
សាប់,sap
បម,bɑɑm
មូស,muuh
ផ្គាប់,pkoap
ស្នាល,snaal
ប្រមាទ,prɑmaat
សុខដុម,soʔkʰaʔdom
ផុង,pʰoŋ
បំព្រង,bɑmprɔɔŋ
ទ័ល,toal
ក្បឿង,kbɨəŋ
ទេសាភិបាល,teesaapʰiʔbaal
លីង,liiŋ
ដាម,daam
ថ្លង់,tlɑŋ
ស្វះ,svah
អសុរោះ,ʔaʔsoʔrɑh
ងើយ,ŋəəy
ភ្លាំង,pleaŋ
ទុង,tuŋ
ពង្រ,pʊəŋrɔɔ
បះ,bah
ស្រណុក,srɑnok
តួឯក,tuəʔaek
បង្ហាប់,bɑŋhap
បូល,bool
វៃយរាពណ៍,veyyeaʔreip
ជានុ,cienuʔ
សម្រក់,sɑmrɑk
ក្ដាន់,kdan
ថ្នាល,tnaal
អរិយ,ʔaʔreʔyaʔ
ប្រក់,prɑk
ត្រក,trɑɑk
មាត្រ,miet
អុច,ʔoc
ធញ្ញជាតិ,tʰoaɲɲeaʔciet
ផល្គុន,pʰɑlkun
ក្រែក,kraek
អន្តរកាល,ʔɑntaʔraʔkaal
បំផុល,bɑmpʰol
ត្រីមាស,trəy mieh
ព្រហ្មវិហារ,prummeaʔviʔhie
ចម្រាស,cɑmraah
បន្ទន់,bɑntʊən
ប្លោក,plaok
ហ្ន,naa
ក្រសាល,krɑsaal
សាសង,saa sɑɑŋ
ធ្លោយ,tlooy
ប្រស្រ័យ,prɑsray
សង្ហារ,sɑŋhaa
បំផ្លិច,bɑmpləc
ទែង,tɛɛŋ
ភាំង,pʰeaŋ
សៅហ្មង,savmɑɑŋ
សិត,sǝt
រួសរាយ,ruəh-riey
ប្រផ្នូល,prɑpnool
ភូម,pʰuum
វីត,viit
សុជីវធម៌,soʔciiveaʔtʰoa
យារ,yie
ជ្រាល,criel
សុក្រឹត,soʔkrǝt
កន្ទួត,kɑntuət
បន្ទរ,bɑntɔɔ
វេជ្ជ,vɨcceaʔ
វាងវៃ,vieŋ-vey
អារញ្ញ,ʔaaraɲ
ស្រូល,srool
ឱរស,ʔaorɑh
គន្ធ,kʊəntʰɔɔ
សូន,soon
ផ្ចិតផ្ចង់,pcət-pcɑŋ
បុស្ស,boh
អាមាត្យ,ʔaamaat
ពន្លិច,pʊənlɨc
ខែង,kʰaeŋ
ផ្សិត,psət
រសាក,rɔsaak
បុល,bol
យង់,yʊəŋ
ឃ្នង,knɔɔŋ
យាយី,yieyii
ជេដ្ឋា,ceettʰaa
ក្រសែ,krɑsae
គក,kɔɔk
ចង្កូម,cɑŋkoom
ខ្ទាត,ktiet
តឹក,tək
គណៈបក្ស,keaʔnaʔpaʔ
ធ្លុង,tluŋ
ប្រាវ,praav
ច្រំ,cram
អក្ខរកម្ម,ʔakkʰaʔraʔkam
កំរៃ,kɑmray
អភ័យឯកសិទ្ធិ,ʔaʔpʰeyʔaekkaʔset
ស្រករ,srɑkɑɑ
ទោច,tooc
បរិក្ខារ,bɑɑrekkʰaa
អង្ក,ʔɑŋkaʔ
ខ្មី,kməy
ត្រីកោណ,trəy kaon
ក្រឡឹង,krɑləŋ
និរតី,niʔreaʔdəy
តោកយ៉ាក,taok yaak
ខ្វង,kvɑɑŋ
ក្អេងក្អាង,kʔeɛŋ-kʔaaŋ
ពើង,pəəŋ
មមែ,mɔmɛɛ
ម្នេញ,mnɨɲ
លោកិយ,lookeʔyaʔ
កក់ក្ដៅ,kɑk kdav
ហ៊ុម,hum
រហែក,rɔhaek
យង់ឃ្នង,yʊəŋ knɔɔŋ
ត្រែ,trae
ម៉ាង,maaŋ
ប្រគំ,prɑkum
ក្រិត្យ,krət
អ្ហែង,ʔhaeŋ
រំលេច,rumlɨc
ចន្ទគតិ,canteaʔkeaʔteʔ
ហៃអើ,hayʔaǝ
ចៅអធិការ,cav ʔaʔtʰiʔkaa
រណសិរ្ស,reaʔnaʔseɛ
រ៉ាំរ៉ៃ,ram ray
សម្បារ,sɑmbaa
គជា,keaʔcie
ផ្ដាស,pdaah
ឆ្មាំ,cmam
សុភ័គ,soʔpʰeak
កប្បាស,kapbaah
ឫសី,rɨʔsǝy
ស្រក,srɑɑk
សន្តិ,sɑnteʔ
វ៉ាង,vaaŋ
មួន,muən
ព្រោង,prooŋ
ដណ្ដាំ,dɑndam
ខាប់,kʰap
ហៀន,hiǝn
ហែម,haem
សាធុ,saatʰuʔ
សាវ,saav
ឃាង,kʰieŋ
ទ្រោម,troom
សម្មា,sammaa
ជនានុជន,cʊənnienuʔcʊən
ផូរផង់,pʰoo-pʰɑŋ
ចន្ទ្រា,cantrie
យោជន៍,yooc
ភ្នក,pnɔɔk
សមាស,saʔmaah
ឧដុង្គ,ʔuʔdoŋ
ស័ង្ខ,saŋ
ឌិន,din
រអ៊ូរទាំ,rɔʔuu-rɔtoam
ហេវ,heɛv
កិត,kət
ប៉ោ,pao
ដង្កាប់,dɑŋkap
បាបកម្ម,baapaʔkam
វោហារ,voohaa
ព្រហ្មចារី,prumcaarəy
វាក្យ,viekyaʔ
ភើ,pʰəə
វាយនភណ្ឌ,vieyeaʔneaʔpʰoan
ធារ,tʰie
ហរិ,haʔriʔ
កុលបុត្រ,kolbot
ថ្ពាល់,tpoal
សណ្ឋិត,sɑntʰət
យ័ន្ត,yoan
នន្ត,nʊəntaʔ
ស្វិតស្វាញ,svǝt-svaaɲ
ទោល,tool
រដ្ឋាករ,roattʰaakɑɑ
ទំនួល,tumnuəl
ឋានន្តរ,tʰaanɑntaʔraʔ
អួន,ʔuən
ភក្ត្រ,pʰeak
កុយ,koy
សុខោទ័យ,soʔkʰaotey
យ៉,yɑɑ
បង្គួរ,bɑŋkuə
តម្រាស់,tɑmrah
ស្រាក់,srak
រសាយ,rɔsaay
ប៉ី,pəy
ខ្នាញ់,knaɲ
ក្របខណ្ឌ,krɑɑp kʰan
មេស,mee sɑɑ
ឆ្លាម,claam
ហាប់,hap
ពោធិវ័ង្ស,pootʰiʔveaŋ
ធ្លា,tlie
បំណះ,bɑmnah
តោក,taok
ឥស្សរ,ʔihsaʔraʔ
មហាក្សត្រី,meaʔhaaksatrəy
គំរប់,kumrup
គង្គា,kʊəŋkie
ពុទ្ធសករាជ,puttʰeaʔsaʔkaʔraac
ជីវសាស្ត្រ,ciiveaʔsaah
សន្ធឹង,sɑntʰɨŋ
ច្រឹង,crəŋ
តម្រុយ,tɑmroy
អែប,ʔaep
គក់,kʊək
បាទី,baatii
ក្លោង,klaoŋ
អាទិ,ʔaatiʔ
ថ្លុក,tlok
ឯកឯង,ʔaek-ʔaeŋ
ក្រិត,krət
រលា,rɔlie
ពោន,poon
កំប៉ុក,kɑmpok
ជញ្ជក់,cʊəɲcʊək
ប្រវេសន៍,prɑveɛh
ពីង,piiŋ
សង្កិន,sɑŋkən
អគ្គមហេសី,ʔakkeaʔmɔheesǝy
ខ្យង,kyɑɑŋ
ពើប,pəəp
ត្រាក់ទ័រ,traktoa
ស្រពន់,srɑpʊən
ស្ញេញ,sɲǝɲ
រងចាំ,rɔɔŋ cam
ប្រទង់,prɑtʊəŋ
បង្អែម,bɑŋʔaem
កន្ត្រាក់,kɑntrak
គគ្រឹកគគ្រេង,kɔkrɨk-kɔkreeŋ
ល្បួង,lbuǝŋ
សភាគ,saʔpʰiek
ឆ្អាល,cʔaal
រសោះ,rɔsɑh
ថោ,tʰao
សាស្ត្រា,saahstraa
កាយា,kaayaa
ម្ជូរ,mcuu
សាច,saac
ស្រឡៅ,srɑlav
ទេវរាជ,teeveaʔriec
ទារុណ,tierun
សរីរៈ,saʔrəyraʔ
ជោគវាសនា,cookviehsnaa
បទុម,paʔtum
រាបសា,riep saa
សវ,saʔvaʔ
វិច,vɨc
ជ្រៀង,criəŋ
ពុន,pun
បន្ទាប,bɑntiep
តថាគត,taʔtʰaakʊət
ស្លែ,slae
ឯកច្ឆន្ទ,ʔaekaccʰan
បញ្ញើ,bɑɲɲaə
ស្រាក,sraak
គែម,kɛɛm
ចឹក,cək
មេខ្យល់,mee kyɑl
ព្រះតេជព្រះគុណ,preah dac preah kun
សឺ,sǝǝ
ស្ទែរ,stɛɛ
ក្រាន,kraan
រយ៉ា,rɔyaa
ចរណៃ,cɑɑreaʔnay
អ្ងែង,ʔŋaeŋ
ដាប់,dap
ខ្ញែក,kɲaek
ស្រងូត,srɑŋoot
ហឹរ,hǝl
យ៉ាក,yaak
មហោរី,meaʔhaorii
ពុទ្រា,puttrie
លតា,leaʔdaa
ផិត,pʰət
សៀ,siǝ
វៀន,viən
ច្នោះ,cnɑh
លំពែង,lumpɛɛŋ
ក្រឡៃ,krɑlay
បង្សុកូល,baŋsoʔkool
របែង,rɔbaeŋ
សុជាតា,soʔcietaa
ផ្ចាញ់,pcaɲ
អែម,ʔaem
កិត្យានុភាព,ketyaanuʔpʰiep
សាវក,saavak
ម៉ាំង,maŋ
ប្លាយ,plaay
សមានការ,saʔmaaneaʔkaa
ឡោ,lao
អាជីវ,ʔaaciiveaʔ
យាគូ,yiekuu
ឈ្លូស,cluuh
លួត,luǝt
រ៉ាំ,ram
ឯកតោ,ʔeɛkaʔtao
របេះ,rɔbeh
យក់,yʊək
ឈ្នានីស,cnie niih
ទស្សនវិជ្ជា,tʊəhsaʔnaʔvɨccie
សន្ថវៈ,sɑntʰaʔvaʔ
