orth,pron_no_tones,pron_with_tones
ເອເຊັຽ,eːsiaː,eːsiaː˧˥
ດົກ,dok,dok˧˥
ອີດ,iiːt,iiːt˩
ບຸກເບີກ,bukbəːk,buk˧˥bəːk˧˩
ສະມັກ,samak,sa˧˥mak˧
ປົດ,pot,pot˧˥
ເນີ,nəː,nəː˧˥
ຂົ້ວ,kʰuaː,kʰuaː˧˩
ຂານ,kʰaːn,kʰaːn˩˧
ມາໄລ,maːlaj,maː˧˥laj˧˥
ຈືດ,t͡ɕɯːt,t͡ɕɯːt˧˩
ຈູບ,t͡ɕuːp,t͡ɕuːp˧˩
ຊຸກ,suk,suk˧
ບໍ່ຂາດ,bɔːkʰaːt,bɔː˧kʰaːt˧˩
ປອມ,pɔːm,pɔːm
ລື,lɯː,lɯː˧˥
ທັມມະ,tʰamniaːm,tʰam˧˥niaːm˧˥
ຜູ້ນີ້,pʰuːniː,pʰuː˧˩niː˥˨
ຄັກ,kʰak,kʰak˧
ໃບຫນ້າ,bajnaː,bajnaː˧˩
ງໍ້,ŋɔː,ŋɔː˥˨
ແຮ່ງ,hɛːŋ,hɛːŋ˧
ຮ່ອມ,hɔːm,hɔːm˧
ໂດຽສະເພາະ,doːjsapʰɔ,doːjsa˧˥pʰɔ˧
ກັງວົນ,kaŋwon,kaŋwon˧˥
ສາທິດ,saːtʰit,saː˩˧tʰit˧
ໄສ,saj,saj˩˧
ລໍ້,lɔː,lɔː˥˨
ຂວດ,kʰuaːt,kʰuaːt˧˩
ຍົກເລີກ,ɲokləːk,ɲok˧ləːk˥˨
ບໍ່ຜິດ,bɔːpʰit,bɔː˧pʰit˧˥
ຈົງ,t͡ɕoŋ,t͡ɕoŋ
ລ້ອມ,lɔːm,lɔːm˥˨
ໄຫມ້,maj,maj˧˩
ຄວບ,kʰuaːp,kʰuaːp˥˨
ຍືນ,ɲɯːn,ɲɯːn˧˥
ລ່ຽມ,liaːm,liaːm˧
ປະມຸກ,pamuk,pa˧˥muk˧
ພະພຸດ,pʰapʰut,pʰa˧pʰut˧
ດວງດາວ,duaːŋdaːo,duaːŋdaːo
ຊຸ,su,su˧
ສັກສິດ,saksit,sak˧˥sit˧˥
ແຄວ້ນ,kʰwɛːn,kʰwɛːn˥˨
ເວັ້ນ,wen,wen˥˨
ສັບພະ,sappʰa,sap˧˥pʰa˧
ປີກໄກ່,piːkkaj,piːk˧˩kaj˧
ຣືກ,rɯːk,rɯːk˥˨
ທັງນີ້ກໍ່,tʰaŋniːkɔːpʰɔwaː,tʰaŋ˧˥niː˥˨kɔː˧pʰɔ˧waː˧
ຊອດ,sɔːt,sɔːt˥˨
ຢືມ,jɯːm,jɯːm
ປາກຊັນ,paːksan,paːk˧˩san˧˥
ເກີບ,kəːp,kəːp˧˩
ໄພສານ,pʰajsaːn,pʰaj˧˥saːn˩˧
ອີ້,iː,iː˥˨
ງອນ,ŋɔːn,ŋɔːn˧˥
ປົງ,poŋ,poŋ
ກົບ,kop,kop˧˥
ລ້ຳ,lam,lam˥˨
ສິມ,sim,sim˩˧
ມີລາຄາ,miːlaːkʰaː,miː˧˥laː˧˥kʰaː˧˥
ມຸມ,mum,mum˧˥
ລີ່,liː,liː˧
ກົ້ນ,kon,kon˥˨
ເກີ,kəː,kəː
ລົງໂທດ,loŋtʰoːt,loŋ˧˥tʰoːt˥˨
ສຸພາສິດ,supʰaːsit,su˧˥pʰaː˧˥sit˧˥
ແກ້ງ,kɛːŋ,kɛːŋ˥˨
ບໍ່ພໍ,bɔːpʰɔː,bɔː˧pʰɔː˧˥
ບໍຣິການ,bɔːrikaːn,bɔːri˧kaːn
ຢ່າງຈິງຈັງ,jaːŋt͡ɕiŋt͡ɕaŋ,jaːŋ˧t͡ɕiŋt͡ɕaŋ
ສຸພາບ,supʰaːp,su˧˥pʰaːp˥˨
ມໍ່,mɔː,mɔː˧
ສະຖານະ,satʰaːna,sa˧˥tʰaː˩˧na˧
ຕໍ,tɔː,tɔː
ຈ່ອງ,t͡ɕɔːŋ,t͡ɕɔːŋ˧
ປົນ,pon,pon
ຣົດ,rot,rot˧
ເຊັງ,seŋ,seŋ˧˥
ບຶງ,bɯŋ,bɯŋ
ຊີກ,siːk,siːk˥˨
ທົງ,tʰoŋ,tʰoŋ˧˥
ມົນທົນ,montʰon,mon˧˥tʰon˧˥
ສັງກາດ,saŋkaːt,saŋ˩˧kaːt˧˩
ຂຸ້ນ,kʰun,kʰun˧˩
ຍຶດ,ɲɯt,ɲɯt˧
ພານ,pʰaːn,pʰaːn˧˥
ອຸທິດ,utʰit,u˧˥tʰit˧
ຫົວເມືອງ,huaːmɯːə̯ŋ,huaː˩˧mɯːə̯ŋ˧˥
ຫນີ,niː,niː˩˧
ຄົນໃດ,kʰondaj,kʰon˧˥daj
ມັກເປັນ,makpen,mak˧pen
ກອບກູ້,kɔːpkuː,kɔːp˧˩kuː˥˨
ສັທ,suaːt,suaːt˧˩
ໃນມໍ່ໆນີ້,najmɔːmɔːniː,naj˧˥mɔː˧mɔː˧niː˥˨
ລ່ວງ,luaːŋ,luaːŋ˧
ພິການ,pʰikaːn,pʰi˧kaːn
ມັດເຂົ້າ,matkʰao,mat˧kʰao˧˩
ງົບ,ŋop,ŋop˧
ເສັດ,set,set˧˥
ສາບານ,saːbaːn,saː˧˥baːn
ໂອ້,oː,oː˥˨
ພິຈາຣະນາ,pʰit͡ɕaːranaː,pʰi˧t͡ɕaːra˧naː˧˥
ຝູງ,fuːŋ,fuːŋ˩˧
ແລ້ວກັນ,lɛːwkan,lɛːw˥˨kan
ຮົ່ວ,huaː,huaː˧
ຫາດ,haːt,haːt˧˩
ພູນ,pʰuːn,pʰuːn˧˥
ສົມໃຈ,somt͡ɕaj,som˩˧t͡ɕaj
ໂມ້,moː,moː˥˨
ອັນນັ້ນ,annan,annan˥˨
ຄວາມເຊື່ອ,kʰwaːmsɯːə̯,kʰwaːm˧˥sɯːə̯˧
ຂອມ,kʰɔːm,kʰɔːm˩˧
ສີ້ນ,sin,sin˧˩
ຫມັນ,man,man˩˧
ວົນ,won,won˧˥
ລີລາ,liːlaː,liː˧˥laː˧˥
ບໍ່ພຽງພໍ,bɔːpʰiaːŋpʰɔː,bɔː˧pʰiaːŋ˧˥pʰɔː˧˥
ຢ່ອນ,jɔːn,jɔːn
ສົມພອນ,sompʰɔːn,som˩˧pʰɔːn˧˥
ເຊບັ້ງໄຟ,seːbaːŋfaj,seː˧˥baːŋ˥˨faj˧˥
ແອດ,ɛːt,ɛːt˧˩
ຄິວ,kʰiw,kʰiw˧˥
ມວນ,muaːn,muaːn˧˥
ສຳເນົາ,samnao,sam˩˧nao˧˥
ໃຫ້ໄວ,hajwaj,haj˧˩waj˧˥
ພິນ,pʰin,pʰin˧˥
ເຈົ້າບ່າວ,t͡ɕaobaːo,t͡ɕao˥˨baːo˧
ລອບ,lɔːp,lɔːp˥˨
ເດົາ,dao,dao
ໂຊ່ນ,soːn,soːn˧
ເຕີມ,təːm,təːm
ກະຮອກ,kahɔːk,ka˧˥hɔːk˥˨
ຍຸດ,ɲut,ɲut˧
ດ່າງ,daːŋ,daːŋ˧
ຕາມໃຈ,taːmt͡ɕaj,taːmt͡ɕaj
ແມນ,mɛːn,mɛːn˧˥
ສຽນ,siaːn,siaːn˩˧
ຄຳແປ,kʰampɛː,kʰam˧˥pɛː
ຕັກເຕືອນ,taktɯːə̯n,tak˧˥tɯːə̯n
ເປີ,pəː,pəː
ເຊໂປນ,seːpoːn,seː˧˥poːn
ການຕິດຕໍ່,kaːntittɔː,kaːntit˧˥tɔː˧
ນາຄ,nɔːkhiːt,nɔːk˥˨hiːt˥˨
ຢ່າງແທ້ຈິງ,jaːŋtʰɛːt͡ɕiŋ,jaːŋ˧tʰɛː˥˨t͡ɕiŋ
ແຊກ,seːk,seːk˥˨
ຄອກ,kʰɔːk,kʰɔːk˥˨
ຕົວຜູ້,tuaːpʰuː,tuaːpʰuː˧˩
ຜູ້ຈັດການ,pʰuːt͡ɕatkaːn,pʰuː˧˩t͡ɕat˧˥kaːn
ຖນົນ,tʰanon,tʰa˧˥non˩˧
ອາຄົມ,aːkʰom,aːkʰom˧˥
ກອດ,kɔːt,kɔːt˧˩
ປະວາຣະນາ,pawaːranaː,pa˧˥waː˧˥ra˧naː˧˥
ສອບ,sɔːp,sɔːp˧˥
ທຳໃຫ້,tʰamhaj,tʰam˧˥haj˧˩
ກຳໄລ,kamlaj,kamlaj˧˥
ຄາທີ່,kʰaːtʰiː,kʰaːtʰiː˧˥
ມີເຫດຜົນ,miːheːtpʰon,miː˧˥heːt˧˩pʰon˧˩
ສັດຕະ,satta,sat˧˥ta˧˥
ກາກ,kaːk,kaːk˧˩
ແດດ,dɛːt,dɛːt˧˩
ກາວ,kaːo,kaːo
ຕີ້,tiː,tiː˥˨
ພໍ້,pʰɔː,pʰɔː˥˨
ວິທຍຸ,wiaːtnaːm,wiaːt˥˨naːm˧˥
ນີ້ແຫລະ,niːlɛ,niː˥˨lɛ˧˥
ການພິມ,kaːnpʰim,kaːnpʰim˧˥
ກະຕ່າ,kata,ka˧˥ta˧
ກີ້,kiː,kiː˥˨
ຫວນ,huaːn,huaːn˩˧
ສົງການ,soŋkaːn,soŋ˩˧kaːn
ຄະນະກະ,kʰanaka,kʰa˧na˧ka˧˥
ທິວທັດ,tʰiwtʰat,tʰiw˧˥tʰat˧
ໄອຍະການ,ajɲakaːn,ajɲa˧kaːn
ພຽງໃດ,pʰiaːŋdaj,pʰiaːŋ˧˥daj
ຂວັນ,kʰwaːn,kʰwaːn˩˧
ເຫລັ້ມ,lem,lem˧˩
ກວັນ,kwan,kwan
ຜແນກ,pʰanɛːk,pʰa˧˥nɛːk˧˩
ຜູ້ປົກຄອງ,pʰuːpokkʰɔːŋ,pʰuː˧˩pok˧˥kʰɔːŋ˧˥
ເປັນຄູ່,penkʰuː,penkʰuː˧
ອະນຸສອນ,anusɔːn,a˧˥nu˧sɔːn˩˧
ເກັດ,ket,ket˧˥
ແນະ,nɛ,nɛ˧
ສຸຂ,suaːksaneː,suaːk˧˩sa˧˥neː˩˧
ປະມູນ,pamuːn,pa˧˥muːn˧˥
ມານດາ,maːndaː,maːn˧˥daː
ເພ,pʰeː,pʰeː˧˥
ຫມັ່ນ,man,man˧
ໂຮ,hoː,hoː˧˥
ຄວາມລັບ,kʰwaːmlap,kʰwaːm˧˥lap˧
ຟາດ,faːt,faːt˥˨
ຍຸດທະ,ɲuttʰa,ɲut˧tʰa˧
ປະນາມ,panaːm,pa˧˥naːm˧˥
ລຽງ,liaːŋ,liaːŋ˧˥
ວັດທະນະ,wattʰana,wat˧tʰa˧na
ແນມ,nɛːm,nɛːm˧˥
ບັງເກີດ,baŋkəːt,baŋkəːt˧˩
ອະທິ,atʰi,a˧˥tʰi˧
ອຽນ,iaːn,iaːn
ຄົນກາງ,kʰonkaːŋ,kʰon˧˥kaːŋ
ບັນທຸກ,bantʰuk,bantʰuk˧
ຄວາມຄຶດ,kʰwaːmkʰɯt,kʰwaːm˧˥kʰɯt˧
ໃສ່ໃຈ,sajt͡ɕaj,saj˧t͡ɕaj
ດວງຕາ,duaːŋtaː,duaːŋtaː
ດີປີ,diːpiː,diːpiː
ນີ່,niː,niː˧
ສຸວັນ,suwan,su˧˥wan˧˥
ປານກາງ,paːnkaːŋ,paːnkaːŋ
ໄນ,naj,naj˧˥
ປາກກາ,paːkkaː,paːk˧˩kaː
ມີອິດທິພົນ,miːitːtʰipʰon,miː˧˥itː˧˥tʰi˧pʰon˧˥
ອັນວ່າ,anwaː,anwaː˧
ກະຕິກາ,katikaː,ka˧˥ti˧˥kaː
ໂກ້,koː,koː˥˨
ລະງັບ,laŋap,la˧ŋap˧
ເທີ,tʰəː,tʰəː˧˥
ກົລ,kuaːm,kuaːm
ເກັງ,kuŋ,kuŋ˥˨
ຜືນ,pʰɯːn,pʰɯːn˩˧
ປືນ,pɯːn,pɯːn
ຕ່ອມ,tɔːm,tɔːm˧
ກະເພາະ,kapʰɔ,ka˧˥pʰɔ˧
ເທດສະບານ,tʰeːtsabaːn,tʰeːt˥˨sa˧˥baːn
ຈີ້,t͡ɕiː,t͡ɕiː˥˨
ສິຣິ,siri,si˧˥ri˧
ໄມ້ສັກ,majsak,maj˥˨sak˧˥
ສະກັດ,sakat,sa˧˥kat˧˥
ຖົມ,tʰom,tʰom˩˧
ແພ່,pʰɛː,pʰɛː˧
ໂພສີ,pʰoːsi,pʰoː˧˥si˩˧
ແກ່ງ,kɛːŋ,kɛːŋ˧
ແຜງ,pʰɛːŋ,pʰɛːŋ˩˧
ຢຽດ,jiaːt,jiaːt˧˩
ແຊ່,sɛː,sɛː˧
ປຽນ,piaːn,piaːn
ເຜືອກ,pʰɯːə̯k,pʰɯːə̯k˧˩
ພິບ,pʰip,pʰip˧
ແນບ,nɛːp,nɛːp˥˨
ເຂົ້າທ່າ,kʰaotʰaː,kʰao˧˩tʰaː˧
ສັກດາ,sakdaː,sak˧˥daː
ທັບ,tʰap,tʰap˧
ລຳນ້ຳ,lamnam,lam˧˥nam˥˨
ສີດ,siːt,siːt˧˩
ຄຳຫຍໍ້,kʰamɲɔː,kʰam˧˥ɲɔː˧˩
ຍຸດຕິ,ɲutti,ɲut˧ti˧˥
ຫລານ,laːn,laːn˩˧
ຄຳນຶງ,kʰamnɯŋ,kʰam˧˥nɯŋ˧˥
ຄົນໃຫມ່,kʰonmaj,kʰon˧˥maj˧
ຫິນ,him,him˩˧
ຫົວທີ,huaːtʰiː,huaː˩˧tʰiː˧˥
ມຸດ,mut,mut˧
ຊັ່ນ,san,san˧
ປາດ,paːt,paːt˧˩
ດ້າມ,daːm,daːm˥˨
ປ້ຳ,pam,pam˥˨
ການຫລິ້ນ,kaːnlin,kaːnlin˧˩
ເມີນ,məːn,məːn˧˥
ສີສັດຕະນາກ,sisattanaːk,si˩˧sat˧˥ta˧˥naːk˥˨
ສຸສານ,susaːn,su˧˥saːn˩˧
ຫວັດ,wat,wat˧˥
ທິດາ,tʰidaː,tʰi˧daː
ແຄ,kʰɛː,kʰɛː˧˥
ບັນຍັດ,banɲat,banɲat˧
ເວດ,weːt,weːt˥˨
ຫລັ່ງ,laŋ,laŋ˧
ການວິເຄາະ,kaːnwikʰɔ,kaːnwi˧kʰɔ˧
ເປັນນ້ຳ,pennam,pennam˥˨
ຍ່ຽວ,ɲiaːw,ɲiaːw˧
ຊາງ,saːŋ,saːŋ˧˥
ຂ່າ,kʰaː,kʰaː˧
ດັກ,dak,dak˧˥
ວ່າຊັ້ນ,waːsan,waː˧san˥˨
ສັດຈະ,satt͡ɕa,sat˧˥t͡ɕa˧˥
ສາວະ,saːwa,saː˩˧wa˧
ແມວ,mɛːw,mɛːw˧˥
ຟານ,faːn,faːn˧˥
ໂປ່ງ,poːŋ,poːŋ˧
ກະຕໍ້,katɔː,ka˧˥tɔː˥˨
ອິນໂດຈີນ,indoːt͡ɕiːn,indoːt͡ɕiːn
ຄົນເຂົ້າເມືອງ,kʰonkʰaomɯːə̯ŋ,kʰon˧˥kʰao˧˩mɯːə̯ŋ˧˥
ເສື່ອມ,sɯːə̯m,sɯːə̯m˧
ປາວ,paːo,paːo
ປະໄວ້,pawaj,pa˧˥waj˥˨
ໂຊນ,soːn,soːn˧˥
ທະບຽນ,tʰabiaːn,tʰa˧biaːn
ຊູນ,suːn,suːn˧˥
ວັນນະ,wanna,wan˧˥na˧
ຊໍ,sɔː,sɔː˧˥
ເອົາແນວ,aonɛːw,aonɛːw˧˥
ພານຸ,pʰaːnu,pʰaː˧˥nu˧
ບວດ,buaːt,buaːt˧˩
ເຕີບ,təːp,təːp˧˩
ການຍ່າງ,kaːnɲaːŋ,kaːnɲaːŋ˧
ຍ້ອງ,ɲɔːŋ,ɲɔːŋ˥˨
ຜາສາດ,pʰaːsaːt,pʰaː˩˧saːt˧˩
ຈັນຍາ,t͡ɕanɲaː,t͡ɕanɲaː˧˥
ຫມີ,miː,miː˩˧
ຈາງ,t͡ɕaːŋ,t͡ɕaːŋ
ສາບສູນ,saːpsuːn,saːp˧˩suːn˩˧
ຢອດ,jɔːt,jɔːt˧˩
ວິຕົກ,witok,wi˧tok˧˥
ຄາບ,kʰaːp,kʰaːp˥˨
ບໍ່ຈຳກັດ,bɔːt͡ɕamkat,bɔː˧t͡ɕamkat˧˥
ມົວ,muaː,muaː˧˥
ຮຸນ,hun,hun˧˥
ພາຄະ,pʰaːkʰa,pʰaː˧˥kʰa˧
ປອງ,pɔːŋ,pɔːŋ
ບໍ່ຕ້ອງການ,bɔːtɔːŋkaːn,bɔː˧tɔːŋ˥˨kaːn
ເງົາ,ŋao,ŋao˧˥
ກັ່ນ,kan,kan˧
ຫຍາບ,ɲaːp,ɲaːp˧˩
ມາຈົນ,maːt͡ɕon,maː˧˥t͡ɕon
ນິຕິ,niti,ni˧ti˧˥
ຈ້າວ,t͡ɕaːo,t͡ɕaːo˥˨
ວານ,waːn,waːn˧˥
ສວັດ,sawat,sa˧˥wat˧˥
ຈົກ,t͡ɕok,t͡ɕok˧˥
ເອິກ,ək,ək˧˥
ເກ,keː,keː
ອາບ,aːp,aːp˧˩
ກາລີ,kaːliː,kaːliː˧˥
ການຄາດຄະເນ,kaːnkʰaːtkʰaneː,kaːnkʰaːt˥˨kʰa˧neː˧˥
ທີ່ນິຍົມ,tʰiːniɲom,tʰiː˧ni˧ɲom˧˥
ພະຈັນ,pʰat͡ɕan,pʰa˧t͡ɕan
ເຄັມ,kʰem,kʰem˧˥
ທຸ,tʰu,tʰu˧
ລ່ອງ,lɔːŋ,lɔːŋ˧
ທ້ອງຟ້າ,tʰɔːŋfaː,tʰɔːŋ˥˨faː˥˨
ໂພງ,pʰoːŋ,pʰoːŋ˧˥
ມຸ້ງ,muŋ,muŋ˥˨
ແຄບ,kʰɛːp,kʰɛːp˥˨
ກຸມມານ,kummaːn,kummaːn˧˥
ການອອກກຳລັງ,kaːnɔːkkamlaŋ,kaːnɔːk˧˩kamlaŋ˧˥
ມີອາຊີບ,miːaːsiːp,miː˧˥aːsiːp˥˨
ທຸມ,tʰum,tʰum˧˥
ໂກນ,koːn,koːn
ຍ່ານ,ɲaːn,ɲaːn˧
ເຊັດ,set,set˧
ພົດ,pʰot,pʰot˧
ສັດຊະ,satsa,sat˧˥sa˧
ຫາງສຽງ,haːŋsiaːŋ,haːŋ˩˧siaːŋ˩˧
ລິຂະສິດ,likʰasit,li˧kʰa˧˥sit˧˥
ຍິ່ງຂຶ້ນ,ɲiŋkʰɯn,ɲiŋ˧kʰɯn˧˩
ອະເມຣິກາ,ameːrikaː,a˧˥meː˧˥ri˧kaː
ກະບອກ,kabɔːk,ka˧˥bɔːk˧˩
ຄອບຄອງ,kʰɔːpkʰɔːŋ,kʰɔːp˥˨kʰɔːŋ˧˥
ແກະ,kɛ,kɛ˧˥
ອະທິປະໄຕ,atʰipataj,a˧˥tʰi˧pa˧˥taj
ພິທັກ,pʰitʰak,pʰi˧tʰak˧
ເວນ,weːn,weːn˧˥
ສັຕ,suaːt,suaːt˧˩
ເທັກນິກ,tʰeknik,tʰek˧nik˧
ຊັດ,sat,sat˧
ແມ້,mɛː,mɛː˥˨
ທ້ອນ,tʰɔːn,tʰɔːn˥˨
ສຸໂຂ,sukʰoː,su˧˥kʰoː˩˧
ວໍຣະ,wɔːra,wɔːra˧
ພັນສາ,pʰansaː,pʰan˧˥saː˩˧
ລູບ,luːp,luːp˥˨
ນິເວດ,niweːt,ni˧weːt˥˨
ສະເດັດ,sadet,sa˧˥det˧˥
ປອກ,pɔːk,pɔːk˧˩
ໂກສ,kɛːtnamtaː,kɛːt˧˩nam˥˨taː
ກັກ,kak,kak˧˥
ຂຸມ,kʰum,kʰum˩˧
ແວ່,wɛː,wɛː˧
ອອນຊອນ,ɔːnsɔːn,ɔːnsɔːn˧˥
ຄຳເຊີນ,kʰamsəːn,kʰam˧˥səːn˧˥
ການຟັງ,kaːnfaŋ,kaːnfaŋ˧˥
ຖືກໃຈ,tʰɯːkt͡ɕau,tʰɯːk˧˩t͡ɕau
ຜູກ,pʰuːk,pʰuːk˧˩
ໃຫ້ອະໄພ,hajapʰaj,haj˧˩a˧˥pʰaj˧˥
ທັກສິນ,tʰaksinaːnupatʰaːn,tʰak˧si˧˥naː˧˥nu˧pa˧˥tʰaːn˧˥
ແມງ,mɛːŋ,mɛːŋ˧˥
ພັບ,pʰap,pʰap˧
ຢັ້ງ,jaŋ,jaŋ˥˨
ວາງແຜນການ,waːŋpʰɛːnkaːn,waːŋ˧˥pʰɛːn˩˧kaːn
ປັນຫາ,panhaː,panhaː˩˧
ຍົກ...ມາເລົ່າ,ɲok...maːlao,ɲok˧...maː˧˥lao˧
ໄວ້ທຸກ,wajtʰuk,waj˥˨tʰuk˧
ອິຕາລີ,itaːliː,i˧˥taːliː˧˥
ກັມມະກອນ,kammakɔːn,kamma˧kɔːn
ຄົນເຮັດ,kʰonhet,kʰon˧˥het˧
ໄຖ,tʰaj,tʰaj˩˧
ເມັກ,mek,mek˧
ຮ່ວງ,huaːŋ,huaːŋ˧
ຫມານ,maːn,maːn˩˧
ພະຍຸ,pʰaɲu,pʰa˧ɲu˧
ກັນໄວ້,kanwaj,kanwaj˥˨
ຫນ່າງ,naːŋ,naːŋ˧
ຈອງ,t͡ɕɔːŋ,t͡ɕɔːŋ
ນ້ຳນອງ,namnɔːŋ,nam˥˨nɔːŋ˧˥
ຈຳພວກ,t͡ɕampʰuaːk,t͡ɕampʰuaːk˥˨
ໂຕ່ງ,toːŋ,toːŋ˧
ພິຈິດ,pʰit͡ɕit,pʰi˧t͡ɕit˧˥
ກົວ,kuaː,kuaː
ຊາຕາ,sataː,sa˧˥taː
ປະສູດ,pasuːt,pa˧˥suːt˧˩
ຮັ່ງ,haŋ,haŋ˧
ຮັບຄຳ,hapkʰam,hap˧kʰam˧˥
ຄູ່ມື,kʰuːmɯː,kʰuː˧mɯː˧˥
ໂຄກ,kʰoːk,kʰoːk˥˨
ເລັງ,leŋ,leŋ˧˥
ລາບ,laːp,laːp˥˨
ອຸ່ນ,un,un˧
ຕາມພາສາ,taːmpʰaːsaː,taːmpʰaː˧˥saː˩˧
ຫັດ,hat,hat˧˥
ດວງໃຈ,duaːŋt͡ɕaj,duaːŋt͡ɕaj
ປັ່ນ,pan,pan˧
ຜູ້ສາວ,pʰuːsaːo,pʰuː˧˩saːo˧˩
ແປ້ງ,pɛːŋ,pɛːŋ˥˨
ແຫນ້ນ,nɛːn,nɛːn˧˩
ໂວ,woː,woː˧˥
ຂົ່ມ,kʰom,kʰom˧
ຊົກ,sok,sok˧
ຄຸກ,tʰuk,tʰuk˧
ທຳນຽມ,tʰamniaːm,tʰam˧˥niaːm˧˥
ຫາງ,haːŋ,haːŋ˩˧
ໃຫ້ລາຄາ,hajlaːkʰaː,haj˧˩laː˧˥kʰaː˧˥
ມີວິຊາ,miːwisaː,miː˧˥wi˧saː˧˥
ເປັນດອກ,pendɔːk,pendɔːk˧˩
ອະນຸເຄາະ,anukʰɔ,a˧˥nu˧kʰɔ˧
ການຄົ້ນຫາ,kaːnkʰonhaː,kaːnkʰon˥˨haː˩˧
ເກ່ງ,keːŋ,keːŋ˧
ຈຳພັນສາ,t͡ɕampʰansaː,t͡ɕampʰan˧˥saː˩˧
ເລັນ,len,len˧˥
ກອກ,kɔːk,kɔːk˧˩
ນັ້ນແຫລະ,nanlɛ,nan˥˨lɛ˧˥
ວົງດົນຕີ,woŋdontiː,woŋ˧˥dontiː
ລ່ວງຫນ້າ,luaːŋnaː,luaːŋ˧naː˧˩
ບໍ່ຈັກ,bɔːt͡ɕak,bɔː˧t͡ɕak˧˥
ອັດສະ,atsa,at˧˥sa˧˥
ຢອກ,jɔːk,jɔːk˧˩
ເປັນເດືອນ,pendɯːə̯n,pendɯːə̯n
ຊຳນານ,samnaːn,sam˧˥naːn˧˥
ຍົກຍ້ອງ,ɲokɲɔːŋ,ɲok˧ɲɔːŋ˥˨
ອອກຊື່,ɔːksɯː,ɔːk˧˩sɯː˧
ສາມປີ,saːmpiː,saːm˩˧piː
ດອງ,dɔːŋ,dɔːŋ
ໂສດ,soːt,soːt˧˩
ນິລະ,nila,ni˧la˧
ສົ່ງສານ,soŋsaːn,soŋ˧saːn˩˧
ຄົງໄດ້,kʰoŋdaj,kʰoŋ˧˥daj˥˨
ຕອງ,tɔːŋ,tɔːŋ
ແນວຄວາມຄິດ,nɛːwkʰwaːmkʰit,nɛːw˧˥kʰwaːm˧˥kʰit˧
ໂກງ,koːŋ,koːŋ
ທີ່ຕ່ຳ,tʰiːtam,tʰiː˧tam˧
ຈຳເພາະ,t͡ɕampʰɔ,t͡ɕampʰɔ˧
ຄຳພີ,kʰampʰiː,kʰampʰiː˧˥
ເປັນອົງການ,penoŋkaːn,penoŋkaːn
ມີໃຈ,miːt͡ɕaj,miː˧˥t͡ɕaj
ຊັບຊ້ອນ,sapsɔːn,sap˧sɔːn˥˨
ພະຍາບານ,pʰaɲaːbaːn,pʰa˧ɲaː˧˥baːn
ເປືອກ,pɯːə̯k,pɯːə̯k˧˩
ບໍ່ຕ່ຳກວ່າ,bɔːtamkwaː,bɔː˧tam˧kwaː˧
ຕໍ່ວ່າ,tɔːwaː,tɔː˧waː˧
ຜູ້ບ່າວ,pʰuːbaːo,pʰuː˧˩baːo˧
ຫາບ,haːp,haːp˧˩
ເຂົ້າຂອງ,kʰaokʰɔːŋ,kʰao˧˩kʰɔːŋ˩˧
ກີດ,kiːt,kiːt˧˩
ໂລງ,loːŋ,loːŋ˧˥
ກາສີ,kaːsiː,kaːsiː˩˧
ສະຕັນ,satan,sa˧˥tan
ສຳເຣັດ,samret,sam˩˧ret˧
ພາກຮຽນ,pʰaːkhɯːə̯n,pʰaːk˥˨hɯːə̯n˧˥
ມິຕິ,miti,mi˧ti˧˥
ຫລອກ,lɔːk,lɔːk˧˩
ຊາມ,saːm,saːm˧˥
ສົມພົງ,sompʰoŋ,som˩˧pʰoŋ˧˥
ຟັດ,fat,fat˧
ບຽດ,biaːt,biaːt˧˩
ສະໂນ,sanoː,sa˧˥noː˧˥
ຕິ່ງ,tiŋ,tiŋ˧
ຍົກຕົວຢ່າງ,ɲoktuaːjaːŋ,ɲok˧tuaːjaːŋ˧
ປາດສະຈາກ,paːtsat͡ɕaːk,paːt˧˩sa˧˥t͡ɕaːk˧˩
ເສັຽ,siaː,siaː˩˧
ຍະສະ,ɲasa,ɲa˧sa˧˥
ພິຊິດ,pʰisit,pʰi˧sit˧
ຕັ່ງ,taŋ,taŋ˧
ບັນຊາ,bansaː,bansaː˧˥
ຫັຖ,huaːthaj,huaːt˧˩haj˧
ຈ້ອງ,t͡ɕɔːŋ,t͡ɕɔːŋ˥˨
ສົມເຫດສົມຜົນ,somheːtsompʰon,som˩˧heːt˧˩som˩˧pʰon˩˧
ລະກຳ,lakam,la˧kam
ເປັນພວກ,penpʰuaːk,penpʰuaːk˥˨
ແອບອ້າງ,ɛːpaːŋ,ɛːp˧˩aːŋ˥˨
ແຖບຜ້າ,tʰɛːppʰa,tʰɛːp˧˩pʰa˧˩
ລະບຳ,labam,la˧bam
ນານາ,naːnaː,naː˧˥naː˧˥
ສົມມຸດ,sommut,som˩˧mut˧
ວິເສດ,wiseːt,wi˧seːt˧˩
ໂປ້,poː,poː˥˨
ຄີງ,kʰiːŋ,kʰiːŋ˧˥
ພົລ,pʰuaːm,pʰuaːm˧˥
ຫາຍາກ,haːɲaːk,haː˩˧ɲaːk˥˨
ແທດ,tʰɛːt,tʰɛːt˥˨
ຕໍ່ໆ,tɔːtɔː,tɔː˧tɔː˧
ກະດິງ,kadiŋ,ka˧˥diŋ
